Front,Back,Tags
What is a SAN (Subject Alternate Name) Certificate?,Specifies additional domains and IP addresses supported by the certificate,5 Security Program Management Oversight
What is a Self-Signed Certificate?,Signed by the same entity whose identity it certifies; lacks third-party trust,5 Security Program Management Oversight
What is a Certificate Authority (CA)?,Trusted third party that issues digital certificates,5 Security Program Management Oversight
What is a Registration Authority (RA)?,Requests identifying information and forwards certificate request to CA,5 Security Program Management Oversight
What is a CSR (Certificate Signing Request)?,Block of encoded text with information about entity requesting certificate,5 Security Program Management Oversight
What is a CRL (Certificate Revocation List)?,List of all digital certificates revoked by the certificate authority,5 Security Program Management Oversight
What is OCSP?,Online Certificate Status Protocol - determines certificate revocation status using serial number,5 Security Program Management Oversight
What is OCSP Stapling?,Certificate holder gets OCSP record from server at regular intervals and includes it in SSL/TLS handshake,5 Security Program Management Oversight
What is Key Escrow?,"Storage of cryptographic keys in a secure, third-party location for retrieval",5 Security Program Management Oversight
What is Blockchain?,Shared immutable ledger for transactions and asset tracking; decentralized and transparent,5 Security Program Management Oversight
What is a Smart Contract?,Self-executing contract with code-defined terms that execute automatically when conditions are met,5 Security Program Management Oversight
What is a TPM (Trusted Platform Module)?,Dedicated microcontroller for hardware-level security; used in BitLocker,5 Security Program Management Oversight
What is an HSM (Hardware Security Module)?,Physical device for safeguarding and managing digital keys in tamper-proof environment,5 Security Program Management Oversight
What is a Key Management System?,"Manages, stores, distributes, and retires cryptographic keys",5 Security Program Management Oversight
What is a Secure Enclave?,Coprocessor integrated into main processor for secure data processing and storage,5 Security Program Management Oversight
What is Steganography?,Conceals a message within another to hide its very existence,5 Security Program Management Oversight
What is Data Masking (Data Obfuscation)?,Disguises original data to protect sensitive information while maintaining usability,5 Security Program Management Oversight
What is a Downgrade Attack?,Forces systems to use weaker or older cryptographic standards,5 Security Program Management Oversight
What is a Collision Attack?,Finds two different inputs producing the same hash output,5 Security Program Management Oversight
What is Post-Quantum Cryptography?,New cryptographic algorithms resistant to attacks from future quantum computers,5 Security Program Management Oversight
What is a Supply Chain Attack?,Attack targeting a weaker link in the supply chain to gain access to a primary target,5 Security Program Management Oversight
What is Vendor Due Diligence?,Rigorous evaluation of vendor cybersecurity and supply chain practices,5 Security Program Management Oversight
What is a Right-to-Audit Clause?,Contract provision allowing organizations to evaluate vendor's internal processes,5 Security Program Management Oversight
What is an SLA (Service Level Agreement)?,Defines standard of service a client can expect including performance benchmarks,5 Security Program Management Oversight
What is an MOU (Memorandum of Understanding)?,Less binding agreement expressing mutual intent without detailed specifics,5 Security Program Management Oversight
What is an NDA (Non-Disclosure Agreement)?,Ensures confidentiality of sensitive information shared during negotiations,5 Security Program Management Oversight
What is an MSA (Master Service Agreement)?,Covers general terms of engagement across multiple transactions,5 Security Program Management Oversight
What is a Statement of Work (SOW)?,"Specifies project details, deliverables, timelines, and milestones",5 Security Program Management Oversight
What is an Internal Audit?,Systematic evaluation conducted by organization's own team,5 Security Program Management Oversight
What is an External Audit?,Performed by third-party entities to provide unbiased perspective,5 Security Program Management Oversight
What is Penetration Testing?,Simulated cyber attack to identify exploitable vulnerabilities,5 Security Program Management Oversight
What is Red Teaming?,Offensive penetration testing actively seeking and exploiting vulnerabilities,5 Security Program Management Oversight
What is Blue Teaming?,Defensive penetration testing focused on detecting and responding to attacks,5 Security Program Management Oversight
What is Purple Teaming?,Combines offensive and defensive testing; red and blue teams collaborate,5 Security Program Management Oversight
What is Passive Reconnaissance?,"Gathering information without direct engagement (e.g., open-source intelligence)",5 Security Program Management Oversight
What is Active Reconnaissance?,"Engaging with target system directly (e.g., scanning for open ports with Nmap)",5 Security Program Management Oversight
What is Attestation?,Formal validation confirming accuracy and authenticity of specific information,5 Security Program Management Oversight
What is IAM (Identity and Access Management)?,Ensures right individuals have right access to right resources for right reasons,5 Security Program Management Oversight
What is Provisioning?,"Creating new user accounts, assigning permissions, and providing system access",5 Security Program Management Oversight
What is Deprovisioning?,Removing access rights when no longer needed,5 Security Program Management Oversight
What is Identity Proofing?,Process of verifying a user's identity before creating their account,5 Security Program Management Oversight
What is SSO (Single Sign-On)?,Authentication process allowing users to access multiple applications with one set of credentials,5 Security Program Management Oversight
What is LDAP?,Lightweight Directory Access Protocol - used to access and maintain distributed directory information,5 Security Program Management Oversight
What is OAuth?,Open standard for token-based authentication and authorization,5 Security Program Management Oversight
What is SAML?,Security Assertion Markup Language - standard for logging users into applications based on sessions,5 Security Program Management Oversight
What is Federation?,Links electronic identities across multiple identity management systems,5 Security Program Management Oversight
What is PAM (Privileged Access Management)?,Restricts and monitors privileged access within an IT environment,5 Security Program Management Oversight
What is Just-In-Time (JIT) Permissions?,Grants administrative access only when needed for a specific task,5 Security Program Management Oversight
What is Password Vaulting?,"Technique that stores and manages passwords securely, often in a digital vault",5 Security Program Management Oversight
What is MAC (Mandatory Access Control)?,Uses security labels to authorize resource access; requires assigning labels to users and resources,5 Security Program Management Oversight
What is DAC (Discretionary Access Control)?,Resource owners specify which users can access their resources,5 Security Program Management Oversight
What is RBAC (Role-Based Access Control)?,Assigns users to roles and assigns permissions to roles,5 Security Program Management Oversight
What is Rule-Based Access Control?,Uses security rules or access control lists; policies can be changed quickly,5 Security Program Management Oversight
What is ABAC (Attribute-Based Access Control)?,"Considers various attributes (user, environment, resource) for access decisions",5 Security Program Management Oversight
What is the Principle of Least Privilege?,Users are granted the minimum access required to perform their job functions,5 Security Program Management Oversight
What is Separation of Duties?,Dividing tasks among multiple people to prevent fraud and errors,5 Security Program Management Oversight
What is a Brute Force Attack?,Tries every possible character combination until correct password is found,5 Security Program Management Oversight
What is a Dictionary Attack?,Uses a list of commonly used passwords to crack passwords,5 Security Program Management Oversight
What is Password Spraying?,Tries a few common passwords against many usernames to avoid account lockouts,5 Security Program Management Oversight
What is a Hybrid Attack?,Combines elements of brute force and dictionary attacks,5 Security Program Management Oversight
What are the five characteristics of password policies?,"Password Length, Complexity, Reuse rules, Expiration, and Age",5 Security Program Management Oversight
What is a Password Manager?,Tool for storing and managing passwords securely with features like generation and auto-fill,5 Security Program Management Oversight
What is Passwordless Authentication?,"Authentication methods that don't require passwords (biometrics, hardware tokens, magic links)",5 Security Program Management Oversight
What is a Passkey?,Alternative to traditional passwords utilizing public key cryptography and device authentication,5 Security Program Management Oversight
What should an Anti-phishing Campaign include?,User security awareness training and remedial training for users who fell for simulated phishing,5 Security Program Management Oversight
