Front,Back,Tags
"What is a CMDB (Configuration Management Database)?","Database containing all configuration items (CIs) in IT environment. Tracks: Hardware, software, network components, relationships. Essential for asset management and incident response.","Domain4::AssetManagement"
"What is Asset Inventory and why is it critical?","Complete list of all IT assets. You cannot protect what you don't know exists. Should include: Hardware, software, cloud resources, data, network devices. Updated continuously.","Domain4::AssetManagement"
"What is Data Retention Policy?","Rules defining how long data is kept and when it's deleted. Driven by: Compliance requirements, business needs, legal holds. Reduces risk and storage costs.","Domain4::AssetManagement"
"What are Data Sanitization Methods?","Clear: Overwrite data (software-based). Purge: Make recovery infeasible (degaussing, secure erase). Destroy: Physical destruction (shredding, incineration). NIST 800-88 guidelines.","Domain4::AssetManagement"
"What is the difference between Clearing, Purging, and Destruction?","Clearing: Logical overwrite, protects against keyboard attacks. Purging: More thorough, protects against laboratory attacks. Destruction: Physical destruction, highest assurance.","Domain4::AssetManagement"
"What is Vulnerability Scanning?","Automated process identifying known vulnerabilities in systems. Types: Network-based, host-based, web application, database. Produces list of vulnerabilities with severity ratings.","Domain4::VulnerabilityManagement"
"What is Penetration Testing?","Simulated cyberattack by security professionals. Types: Black box (no knowledge), Gray box (some knowledge), White box (full knowledge). Finds vulnerabilities scanners miss.","Domain4::VulnerabilityManagement"
"What is the difference between Vulnerability Scanning and Penetration Testing?","Scanning: Automated, identifies known vulnerabilities, breadth-focused, lower cost. Pentesting: Manual/automated, exploits vulnerabilities, depth-focused, higher cost, finds unknown issues.","Domain4::VulnerabilityManagement"
"What is CVSS (Common Vulnerability Scoring System)?","Standard for rating vulnerability severity. Scores 0-10 based on: Exploitability, Impact, Scope. Helps prioritize patching. CVSS v3.1 current version.","Domain4::VulnerabilityManagement"
"What is CVE (Common Vulnerability Enumeration)?","Standardized identifier for publicly known vulnerabilities. Format: CVE-YEAR-NUMBER. Enables consistent reference across tools and databases. Maintained by MITRE.","Domain4::VulnerabilityManagement"
"What is Passive vs Active Reconnaissance?","Passive: Gathering information without directly interacting with target (OSINT, public records). Active: Directly probing target (scanning, enumeration). Active is detectable.","Domain4::VulnerabilityManagement"
"What are Vulnerability Feeds?","Sources of vulnerability information. Types: Vendor advisories, CERT bulletins, OSINT, dark web monitoring, threat intelligence platforms. Essential for timely patching.","Domain4::VulnerabilityManagement"
"What is a False Positive vs False Negative in vulnerability scanning?","False Positive: Scanner reports vulnerability that doesn't exist (wastes time). False Negative: Scanner misses actual vulnerability (dangerous). Quality scanners balance both.","Domain4::VulnerabilityManagement"
"What is Responsible Disclosure?","Process for researchers reporting vulnerabilities to vendors before public disclosure. Allows time for patch development. Bug bounty programs incentivize responsible disclosure.","Domain4::VulnerabilityManagement"
"What is a Bug Bounty Program?","Organization pays researchers for finding vulnerabilities. Benefits: Access to diverse talent, continuous testing, cost-effective. Platforms: HackerOne, Bugcrowd.","Domain4::VulnerabilityManagement"
"What is Compensating Control in vulnerability management?","Alternative control implemented when vulnerability cannot be immediately patched. Reduces risk while permanent fix is developed. Must be documented and monitored.","Domain4::VulnerabilityManagement"
"What is SIEM (Security Information and Event Management)?","Platform collecting and analyzing security logs from multiple sources. Functions: Log aggregation, correlation, alerting, reporting, dashboards. Examples: Splunk, QRadar, Sentinel.","Domain4::Monitoring"
"What is the difference between IDS and IPS?","IDS (Intrusion Detection System): Monitors and alerts only (passive). IPS (Intrusion Prevention System): Monitors and can block (active). IDS = detective, IPS = preventive.","Domain4::Monitoring"
"What are IDS/IPS Types?","Network-based (NIDS/NIPS): Monitors network traffic. Host-based (HIDS/HIPS): Monitors single host. Wireless (WIDS/WIPS): Monitors wireless networks. Behavior-based: Anomaly detection.","Domain4::Monitoring"
"What is NetFlow and sFlow?","NetFlow: Cisco protocol collecting IP traffic information. sFlow: Industry standard for packet sampling. Both provide: Source/destination, protocols, volumes. Used for monitoring and forensics.","Domain4::Monitoring"
"What is a Protocol Analyzer (Packet Sniffer)?","Tool capturing and analyzing network traffic. Examples: Wireshark, tcpdump. Uses: Troubleshooting, security analysis, forensics. Requires proper placement (SPAN port, tap).","Domain4::Monitoring"
"What is a Proxy Server?","Intermediary between clients and servers. Types: Forward (client protection), Reverse (server protection), Transparent (invisible), Anonymous (hides identity). Can filter, cache, log.","Domain4::Monitoring"
"What is DLP (Data Loss Prevention)?","Technology preventing sensitive data exfiltration. Types: Network (monitors traffic), Endpoint (monitors devices), Cloud (monitors SaaS). Uses content inspection, pattern matching.","Domain4::Monitoring"
"What is SNMP (Simple Network Management Protocol)?","Protocol for managing network devices. SNMP traps: Alerts sent from devices to manager. Versions: v1 (insecure), v2c (insecure), v3 (encrypted, authenticated).","Domain4::Monitoring"
"What is Log Aggregation?","Collecting logs from multiple sources into central location. Enables correlation, analysis, long-term storage. Critical for SIEM functionality and compliance.","Domain4::Monitoring"
"What is Alert Tuning?","Adjusting detection rules to reduce false positives while maintaining security. Balance between alert fatigue (too many false positives) and missed threats (too strict).","Domain4::Monitoring"
"What is SCAP (Security Content Automation Protocol)?","Standards for automating vulnerability management. Components: CVE (identifiers), CVSS (scoring), CCE (config checks), CPE (product naming), XCCDF (checklists), OVAL (assessment).","Domain4::Monitoring"
"What is a Load Balancer and its security benefits?","Distributes traffic across multiple servers. Security benefits: DDoS mitigation (absorbs traffic), SSL termination (centralized encryption), health checks (removes failed servers), hiding backend architecture.","Domain4::EnterpriseCapabilities"
"What is a Jump Server (Bastion Host)?","Hardened server providing controlled access to internal network. All remote admin sessions go through jump server. Enables: Session recording, access control, audit logging, MFA enforcement.","Domain4::EnterpriseCapabilities"
"What is SPF (Sender Policy Framework)?","Email authentication specifying which mail servers can send email for domain. DNS TXT record listing authorized IPs. Prevents spoofing but doesn't validate message content.","Domain4::EnterpriseCapabilities"
"What is DKIM (DomainKeys Identified Mail)?","Email authentication using digital signatures. Sender signs messages with private key; receiver verifies with public key in DNS. Ensures message integrity and authenticates sender.","Domain4::EnterpriseCapabilities"
"What is DMARC (Domain-based Message Authentication Reporting and Conformance)?","Email policy specifying how to handle SPF/DKIM failures. Options: None (monitor), Quarantine (suspicious to spam), Reject (block). Provides reporting on authentication results.","Domain4::EnterpriseCapabilities"
"What is DNS Filtering?","Blocking malicious domains at DNS level. Prevents resolution of known-bad domains. Categories: Malware, phishing, adult content, social media. Can be on-premise or cloud-based.","Domain4::EnterpriseCapabilities"
"What is a Web Filter/Content Filter?","Controls access to websites based on categories/reputation. Types: Agent-based (endpoint software), Centralized proxy (network-based), URL scanning (real-time analysis).","Domain4::EnterpriseCapabilities"
"What is NAC (Network Access Control)?","Controls device access to network based on posture assessment. Checks: Antivirus status, patches, configuration. Can quarantine non-compliant devices. 802.1X is common NAC method.","Domain4::EnterpriseCapabilities"
"What is EDR/XDR and how does it enhance security?","EDR: Endpoint monitoring and response. XDR: Extended across network, cloud, email. Capabilities: Real-time detection, threat hunting, incident investigation, automated response.","Domain4::EnterpriseCapabilities"
"What is User Behavior Analytics (UBA)?","Monitoring user activity to detect anomalies. Baselines normal behavior, alerts on deviations. Detects: Compromised accounts, insider threats, privilege abuse.","Domain4::EnterpriseCapabilities"
"What is File Integrity Monitoring (FIM)?","Tracking changes to critical files/systems. Alerts on unauthorized modifications. Critical for: Compliance (PCI DSS), detecting malware, identifying configuration drift.","Domain4::EnterpriseCapabilities"
"What is MFA (Multifactor Authentication)?","Requiring two or more authentication factors. Factors: Something you know (password), something you have (token), something you are (biometric), somewhere you are (location), something you do (behavior).","Domain4::IAM"
"What is the difference between Authentication and Authorization?","Authentication: Verifying identity (who you are). Authorization: Granting permissions (what you can do). Authentication always comes first. Examples: Password = authn; ACL = authz.","Domain4::IAM"
"What is LDAP (Lightweight Directory Access Protocol)?","Protocol for accessing directory services (user information). Stores: Usernames, passwords, groups, attributes. Common implementations: Active Directory, OpenLDAP. Port: 389 (636 for LDAPS).","Domain4::IAM"
"What is Kerberos?","Network authentication protocol using tickets. Process: User authenticates to KDC, gets TGT, uses TGT to get service tickets. Benefits: Single sign-on, no passwords over network.","Domain4::IAM"
"What is RADIUS?","Remote Authentication Dial-In User Service. Centralized authentication for network access. Common for: VPN, wireless (802.1X), dial-up. Uses UDP ports 1812/1813 (or 1645/1646).","Domain4::IAM"
"What is TACACS+?","Terminal Access Controller Access Control System Plus. Cisco authentication protocol. Separates authentication, authorization, accounting. Uses TCP port 49. Preferred for device admin access.","Domain4::IAM"
"What is SSO (Single Sign-On)?","Authentication scheme allowing user to access multiple applications with one login. Benefits: User convenience, reduced password fatigue, centralized control. Protocols: SAML, OAuth, OIDC.","Domain4::IAM"
"What is SAML (Security Assertion Markup Language)?","XML-based protocol for exchanging authentication/authorization data. Identity Provider (IdP) authenticates user, sends assertion to Service Provider (SP). Common for enterprise SSO.","Domain4::IAM"
"What is OAuth 2.0?","Authorization framework for delegated access. User grants application access to resources without sharing password. Used for: 'Login with Google', API access. Not authentication protocol itself.","Domain4::IAM"
"What is OpenID Connect (OIDC)?","Authentication layer built on OAuth 2.0. Provides identity verification (who user is) while OAuth provides authorization (what they can access). Uses ID tokens (JWT).","Domain4::IAM"
"What is Federation in identity management?","Trust relationship between organizations allowing users to access resources across boundaries. Users authenticate to their home organization, access resources in partner organization.","Domain4::IAM"
"What is PAM (Privileged Access Management)?","Managing elevated access accounts. Features: Password vaulting, session recording, just-in-time elevation, workflow approval. Protects admin/root accounts from compromise.","Domain4::IAM"
"What are Access Control Models?","MAC (Mandatory - system-enforced labels), DAC (Discretionary - owner decides), RBAC (Role-based - permissions tied to roles), ABAC (Attribute-based - dynamic policies), Rule-based (conditions).","Domain4::IAM"
"What is Identity Proofing?","Verifying person is who they claim to be during account creation. Methods: Document verification, biometric capture, knowledge-based verification, in-person verification.","Domain4::IAM"
"What is Passwordless Authentication?","Authentication without passwords. Methods: Biometrics, security keys (FIDO2), push notifications, magic links. Reduces phishing risk and password management burden.","Domain4::IAM"
"What is Just-in-Time (JIT) Access?","Granting privileged access only when needed and only for limited time. Reduces standing privileges. Common in PAM and cloud environments.","Domain4::IAM"
"What is SOAR (Security Orchestration, Automation and Response)?","Platform automating security operations. Functions: Orchestration (connect tools), Automation (playbooks), Response (automated actions). Reduces manual work, speeds response.","Domain4::Automation"
"What is a Playbook in security operations?","Documented procedure for responding to specific security event. Step-by-step instructions. Can be manual or automated. Examples: Phishing response, malware containment, data breach.","Domain4::Automation"
"What is Orchestration in security?","Coordinating multiple security tools and systems to work together. SOAR platforms connect SIEM, EDR, threat intel, ticketing for unified workflows.","Domain4::Automation"
"What are use cases for Security Automation?","User provisioning, resource provisioning, security group management, ticket creation, alert enrichment, threat containment, patch deployment, compliance reporting.","Domain4::Automation"
"What are benefits of Security Automation?","Efficiency/time savings, consistent enforcement, faster response, scalability, reduced human error, workforce multiplier (do more with same staff), improved retention.","Domain4::Automation"
"What are considerations when implementing automation?","Complexity, cost, single point of failure, technical debt, ongoing supportability, need for human oversight of automated decisions.","Domain4::Automation"
"What are the 6 phases of Incident Response?","Preparation, Detection, Analysis, Containment, Eradication, Recovery, Lessons Learned (NIST SP 800-61). Some combine Analysis with Detection for 6 phases.","Domain4::IncidentResponse"
"What happens during Incident Response Preparation phase?","Establishing IR capability: Policies, procedures, team roles, tools, training, communications plan. Most critical phase - determines effectiveness of entire response.","Domain4::IncidentResponse"
"What happens during Incident Response Detection phase?","Identifying potential security incidents through: Monitoring, alerts, user reports, threat hunting. Goal: Triage and validate if incident is real and significant.","Domain4::IncidentResponse"
"What happens during Incident Response Containment phase?","Limiting damage and preventing spread. Strategies: Short-term (immediate, may disconnect systems), Long-term (sustainable solution). Balance: Security vs business needs.","Domain4::IncidentResponse"
"What happens during Incident Response Eradication phase?","Removing threat from environment. Actions: Delete malware, close vulnerabilities, disable compromised accounts, patch systems. Must be thorough to prevent reinfection.","Domain4::IncidentResponse"
"What happens during Incident Response Recovery phase?","Restoring systems to normal operation. Steps: Validate systems are clean, restore from backups, monitor closely, gradually restore access. Verify no backdoors remain.","Domain4::IncidentResponse"
"What happens during Lessons Learned phase?","Post-incident review to improve future response. Questions: What happened? How well did we respond? What could be better? Update procedures, train on gaps.","Domain4::IncidentResponse"
"What is Chain of Custody?","Documented trail showing seizure, custody, control, transfer of evidence. Required for legal admissibility. Must show: Who handled, when, where stored, integrity maintained.","Domain4::IncidentResponse"
"What is Legal Hold?","Preserving relevant records when litigation is anticipated. Prevents destruction of evidence. Applies to: Emails, documents, logs, backups. Violation = sanctions.","Domain4::IncidentResponse"
"What is Root Cause Analysis?","Investigating incident to identify underlying cause. Not just symptoms but why attack succeeded. Prevents recurrence. Methods: 5 Whys, fault tree analysis.","Domain4::IncidentResponse"
"What is Threat Hunting?","Proactively searching for threats that evaded detection. Hypothesis-driven investigation. Requires: Skilled analysts, good data sources, understanding of adversary TTPs.","Domain4::IncidentResponse"
"What is E-Discovery?","Electronic discovery - process of identifying, collecting, producing electronically stored information for legal proceedings. Must preserve metadata, maintain chain of custody.","Domain4::IncidentResponse"
"What is Order of Volatility in digital forensics?","Sequence for collecting evidence from most to least volatile: CPU registers/cache → RAM → Network connections → Running processes → Disk → Removable media → Backups/logs.","Domain4::Investigations"
"What is the difference between Disk Imaging and File Collection?","Imaging: Bit-by-bit copy including deleted data, slack space, unallocated space (forensically complete). Collection: Copying active files only (faster, less complete).","Domain4::Investigations"
"What are common log sources for investigations?","Firewall logs, OS security logs, application logs, endpoint logs, IDS/IPS logs, network logs, DNS logs, proxy logs, authentication logs, SIEM aggregated logs.","Domain4::Investigations"
"What is Metadata and why is it important in investigations?","Data about data. Examples: File creation date, author, location, camera EXIF. Can prove: When action occurred, who performed it, where from. Often more valuable than content.","Domain4::Investigations"
"What is a Packet Capture (PCAP)?","Recording of network traffic. Contains full packet contents including payloads. Analysis tools: Wireshark, tcpdump. Critical for: Network forensics, malware analysis.","Domain4::Investigations"
"What are Vulnerability Scan Results used for in investigations?","Identifying security gaps that may have been exploited. Shows: Missing patches, misconfigurations, weak passwords. Helps understand attack path and identify all compromised systems.","Domain4::Investigations"
"What is a Dashboard in security monitoring?","Visual display of security metrics and status. Provides: Real-time situational awareness, trend analysis, KPIs. Should be tailored to audience (executives vs analysts).","Domain4::Investigations"
"What is an Automated Report in security context?","Scheduled reports generated from security tools. Types: Compliance reports, vulnerability summaries, incident metrics, threat intelligence. Saves analyst time, ensures consistency.","Domain4::Investigations"
