Front,Back,Tags
"What is ISO 27002?","Code of practice for information security controls. Companion to ISO 27001. Provides implementation guidance for controls. Not certifiable - guidance only.","Domain5::Frameworks"
"What are the CIS Controls?","Center for Internet Security's prioritized set of actions (18 controls). Organized into Implementation Groups based on organization size/complexity. Practical, actionable guidance.","Domain5::Frameworks"
"What is CMMC (Cybersecurity Maturity Model Certification)?","US DoD program requiring defense contractors to meet cybersecurity standards. Five maturity levels. Third-party assessment required for contracts handling CUI (Controlled Unclassified Information).","Domain5::Frameworks"
"What is Third-Party Risk Management?","Process for assessing and managing risks from vendors/suppliers. Steps: Due diligence, contract requirements, ongoing monitoring, right to audit. Supply chain attacks make this critical.","Domain5::ThirdPartyRisk"
"What is a Supply Chain Attack?","Targeting organization through less-secure suppliers. Examples: Compromised software updates, hardware backdoors, MSP breaches. SolarWinds is prominent example.","Domain5::ThirdPartyRisk"
"What is a Right-to-Audit Clause?","Contract provision allowing organization to audit vendor's security controls. Important for verifying compliance. Should specify: Scope, frequency, notice period, cost allocation.","Domain5::ThirdPartyRisk"
"What is an MSA (Master Service Agreement)?","Overarching contract defining terms for ongoing vendor relationship. Includes: Security requirements, liability, data handling, termination. Individual Work Orders (WO) for specific services.","Domain5::ThirdPartyRisk"
"What is an MOU (Memorandum of Understanding)?","Non-binding agreement outlining mutual intentions. Less formal than contract. Often used between government entities or for pilot projects. Good faith commitment without legal enforcement.","Domain5::ThirdPartyRisk"
"What is an NDA (Non-Disclosure Agreement)?","Legal contract protecting confidential information. Prevents parties from disclosing sensitive information. Critical before sharing security details with vendors/partners.","Domain5::ThirdPartyRisk"
"What is an SLA (Service Level Agreement)?","Contract defining service expectations. Includes: Availability (99.9%), response times, penalties for non-compliance. Security SLAs may include: Patch timelines, incident response times.","Domain5::ThirdPartyRisk"
"What is Due Diligence in vendor selection?","Investigation of vendor before engagement. Includes: Security questionnaires, reference checks, financial stability, compliance certifications, background checks.","Domain5::ThirdPartyRisk"
"What is Conflict of Interest in vendor relationships?","Situation where vendor's interests may conflict with client's interests. Must be disclosed and managed. Example: Vendor recommending solutions that benefit them more than client.","Domain5::ThirdPartyRisk"
"What is Vendor Monitoring?","Ongoing oversight of vendor security posture. Activities: Regular assessments, security score monitoring, incident notification, contract compliance reviews. Not one-time activity.","Domain5::ThirdPartyRisk"
"What are Rules of Engagement in security assessments?","Agreement defining scope and boundaries of penetration test or assessment. Includes: Systems in scope, testing windows, contact information, emergency procedures, authorization.","Domain5::ThirdPartyRisk"
"Why are Background Checks important in personnel security?","Verify identity, criminal history, employment history, education. Reduce risk of insider threats. Required for: Sensitive positions, compliance (government contracts), trust.","Domain5::PersonnelManagement"
"What is Job Rotation in security context?","Moving employees between roles periodically. Security benefits: Reduces fraud opportunity (collusion harder), cross-training, detects irregularities through fresh eyes.","Domain5::PersonnelManagement"
"What is Mandatory Vacation Policy?","Requiring employees to take consecutive days off. Security benefit: Fraud often requires continuous presence to conceal. Vacation allows detection of irregularities.","Domain5::PersonnelManagement"
"What is Separation of Duties in personnel management?","Dividing critical functions among multiple people. Prevents single person from completing fraudulent action. Example: One person requests, another approves, another executes.","Domain5::PersonnelManagement"
"What should be included in Onboarding security training?","Acceptable use policy, password requirements, phishing awareness, physical security, reporting procedures, role-specific security training. Document acknowledgment.","Domain5::PersonnelManagement"
"What should be included in Offboarding procedures?","Account deactivation, access revocation (physical and logical), data return/destruction, exit interview, NDA reminder, notify relevant parties (vendors, partners).","Domain5::PersonnelManagement"
"What is an NDA for employees?","Non-Disclosure Agreement preventing employees from sharing confidential information during and after employment. Enforceable legal protection for trade secrets.","Domain5::PersonnelManagement"
"What is the purpose of Security Awareness Training?","Educating users about security threats and best practices. Reduces human error (leading cause of breaches). Topics: Phishing, passwords, physical security, social engineering.","Domain5::SecurityAwareness"
"What is Phishing Simulation?","Sending fake phishing emails to test user awareness. Tracks: Click rates, credential entry, reporting rates. Used to: Identify training needs, measure improvement, reinforce learning.","Domain5::SecurityAwareness"
"What are Security Awareness Training Metrics?","Measurements of program effectiveness: Phishing click rate (lower is better), reporting rate (higher is better), training completion rate, quiz scores, incident reduction.","Domain5::SecurityAwareness"
"What is Clean Desk Policy?","Requirement to clear desk of sensitive materials when unattended. Prevents: Information theft, unauthorized access, social engineering. Includes: Locking computers, securing documents.","Domain5::SecurityAwareness"
"What is Tailgating/Piggybacking?","Unauthorized person following authorized person through secure entry. Prevention: Security awareness (don't hold doors), mantraps, turnstiles, security guards, badge policies.","Domain5::SecurityAwareness"
"What is Social Engineering Defense training?","Teaching users to recognize and resist manipulation. Key points: Verify identity, question urgency, don't share credentials, verify unusual requests through alternate channel.","Domain5::SecurityAwareness"
"What is Operational Security (OPSEC) for employees?","Protecting unclassified but sensitive information that could be used by adversaries. Examples: Not discussing work in public, shredding documents, being careful on social media.","Domain5::SecurityAwareness"
"What are Security Considerations for Hybrid/Remote Work?","Secure home network, company device usage, physical security at home, secure communication (VPN), separation of work/personal data, reporting lost/stolen devices.","Domain5::SecurityAwareness"
"What is an Anomalous Behavior Recognition program?","Training users to identify suspicious activity by colleagues. Indicators: Financial stress, disgruntled attitude, unusual work hours, accessing unauthorized data. Report, don't investigate.","Domain5::SecurityAwareness"
"What is the Reporting Process for security incidents?","Clear procedure for users to report: Suspicious emails, policy violations, security incidents, lost devices. Should be: Easy, non-punitive, with multiple channels (email, phone, portal).","Domain5::SecurityAwareness"
