Front,Back,Tags
"What is a Brute Force attack?","Trying all possible password combinations until success. Time depends on password length/complexity. Mitigation: Account lockout, CAPTCHA, MFA, strong passwords.","Domain2::MaliciousActivity"
"What is Credential Stuffing?","Using stolen username/password combinations from one breach on other sites. Exploits password reuse. Highly effective due to poor password habits.","Domain2::MaliciousActivity"
"What is RFID Cloning?","Copying RFID card data to create duplicate. Physical attack on access control systems. Mitigation: Encrypted RFID, multi-factor authentication for physical access.","Domain2::MaliciousActivity"
"What is Directory Traversal (Path Traversal)?","Accessing files outside intended directory by manipulating file paths (../). Can expose sensitive files. Prevention: Input validation, sandboxing, proper file permissions.","Domain2::MaliciousActivity"
"What is Privilege Escalation?","Gaining higher-level permissions than authorized. Types: Vertical (higher privileges), Horizontal (same level, different user). Common goal after initial compromise.","Domain2::MaliciousActivity"
"What are Indicators of Compromise (IoCs)?","Evidence suggesting security breach. Examples: Unusual outbound traffic, privileged account anomalies, geolocation irregularities (impossible travel), increased database reads.","Domain2::MaliciousActivity"
"What is Impossible Travel?","User activity from geographically distant locations in impossible timeframe. Indicates compromised credentials or VPN use. Strong indicator of account takeover.","Domain2::MaliciousActivity"
"What is Sandboxing and how does it mitigate threats?","Isolating applications/processes in restricted environment. Limits damage from compromise. Used for: Testing unknown files, browser isolation, application containment.","Domain2::MitigationTechniques"
"What is Patching and why is it critical?","Applying vendor updates to fix vulnerabilities. Critical for security - unpatched systems are primary attack vector. Process: Test, approve, deploy, verify.","Domain2::MitigationTechniques"
"What is System Hardening?","Securing system by reducing attack surface. Steps: Remove unnecessary software/services, disable unused ports, apply patches, configure secure baselines, change defaults.","Domain2::MitigationTechniques"
"What is Encryption as a mitigation technique?","Protecting data confidentiality through encryption. Mitigates: Data theft, eavesdropping, unauthorized access. Apply to: Data at rest (FDE), in transit (TLS), in use.","Domain2::MitigationTechniques"
"What is Network Segmentation?","Dividing network into isolated segments. Limits lateral movement after breach. Types: VLANs, subnets, micro-segmentation, air gaps. Critical for zero trust.","Domain2::MitigationTechniques"
"What is an Application Allow List (Whitelisting)?","Only approved applications can execute. Blocks all unauthorized software including malware. More secure than blocklisting but requires more management.","Domain2::MitigationTechniques"
"What is Least Privilege?","Granting users only minimum permissions needed for their role. Limits damage from compromised accounts. Applies to: User accounts, applications, services, processes.","Domain2::MitigationTechniques"
"What is Isolation as a mitigation technique?","Separating systems/data to prevent spread of compromise. Types: Network isolation, process isolation, user isolation. Key component of defense in depth.","Domain2::MitigationTechniques"
"What is Configuration Enforcement?","Ensuring systems maintain secure configurations. Tools: Group Policy, configuration management, compliance scanners. Prevents configuration drift.","Domain2::MitigationTechniques"
"What is a Host-based Firewall?","Firewall software running on individual host. Controls inbound/outbound traffic for that device. Complements network firewall with host-specific rules.","Domain2::MitigationTechniques"
"What is HIPS (Host-based Intrusion Prevention System)?","Monitors host for suspicious activity and blocks it. Combines detection with automated response. Protects against: Malware, unauthorized changes, policy violations.","Domain2::MitigationTechniques"
"What is Decommissioning in security context?","Securely retiring systems/data. Steps: Data sanitization (clear/purge/destroy), certificate revocation, account removal, documentation updates. Prevents data leakage.","Domain2::MitigationTechniques"
"What is the difference between a False Positive and False Negative?","False Positive: Alert when no attack exists (wastes resources). False Negative: No alert when attack occurs (dangerous). Security tools balance between both.","Domain2::MitigationTechniques"
"Given a scenario: Company experiences ransomware outbreak. What mitigation should have prevented this?","Multiple: Email security (phishing filter), endpoint protection (EDR), patching (vulnerability management), network segmentation (limit spread), backups (recovery), user training.","Domain2::MitigationTechniques"
