Front,Back,Tags
"What is a honeynet?","A network of multiple honeypots simulating a full production network. Provides broader visibility into attacker movements across systems.","1::Definitions"
"What is a honeyfile?","A bait file (e.g. passwords.txt, financial_data.xlsx) placed on a filesystem. When accessed, it triggers an alert, indicating an attacker is exfiltrating data.","1::Definitions"
"What is a honeytoken?","A fake credential (API key, database record, cookie) that triggers an alert when used. Detects credential theft and unauthorized access.","1::Definitions"
"What is the purpose of Change Management?","A structured process to manage IT changes, prevent unauthorized changes, reduce incidents, and ensure changes are tested, approved, and documented with a backout plan.","1::Definitions"
"What are the key elements of a Change Management process?","Change request, approval (by CAB or manager), impact/risk analysis, test results, backout/rollback plan, maintenance window, post-implementation review.","1::Definitions"
"What is the CAB?","Change Advisory Board - a group (stakeholders, security, IT) that reviews and approves/rejects significant changes. Ensures risk is assessed before implementation.","1::Definitions"
"What is a backout/rollback plan?","A documented procedure to revert a change to the previous known-good state if the change causes issues. Essential for minimizing downtime.","1::Definitions"
"What is an SOP?","Standard Operating Procedure - a step-by-step document describing how to perform a task or respond to an incident. Updated after changes to reflect new processes.","1::Definitions"
"What is symmetric encryption?","Uses the same key for encryption and decryption. Fast, suitable for bulk data. Examples: AES, ChaCha20, DES (broken). Key challenge: secure key distribution.","1::Definitions"
"What is asymmetric encryption?","Uses a public/private key pair. Public key encrypts, private key decrypts (or vice versa for signatures). Slower than symmetric. Examples: RSA, ECC, Diffie-Hellman.","1::Definitions"
"What is AES encryption?","Advanced Encryption Standard - symmetric block cipher. Key sizes: 128-bit (standard), 192-bit, 256-bit. Used for encrypting data at rest (disks, files) and in transit (TLS).","1::Definitions"
"What is RSA encryption?","Rivest-Shamir-Adleman - asymmetric algorithm based on the difficulty of factoring large prime numbers. Key sizes: 2048-bit (minimum), 4096-bit. Used for key exchange and digital signatures.","1::Definitions"
"What is ECC encryption?","Elliptic Curve Cryptography - asymmetric algorithm based on elliptic curve math. Provides equivalent security to RSA with much smaller keys (256-bit ECC ≈ 3072-bit RSA). Preferred for mobile/IoT.","1::Definitions"
"What is hashing?","A one-way cryptographic function that produces a fixed-size output (digest) from any input. Used for integrity verification. Key properties: deterministic, one-way, collision-resistant.","1::Definitions"
"Compare SHA-256 vs MD5 vs SHA-1.","SHA-256 (secure, widely used), MD5 (broken - collision attacks feasible, do not use), SHA-1 (deprecated - collision attacks demonstrated, avoid).","1::Definitions"
"What is salting in hashing?","Adding a unique random value to each password before hashing. Prevents rainbow table attacks and ensures identical passwords produce different hashes.","1::Definitions"
"What is a digital signature?","Hash of a message encrypted with the sender's private key. Recipient verifies by decrypting with the public key and comparing hashes. Provides authentication, integrity, and non-repudiation.","1::Definitions"
"What are the main PKI components?","CA (Certificate Authority - issues certificates), RA (Registration Authority - verifies identity), Certificate (binds identity to public key), CRL (Certificate Revocation List), OCSP (Online Certificate Status Protocol).","1::Definitions"
"Compare CRL vs OCSP.","CRL (Certificate Revocation List) - a periodically published list of revoked certificates. Batch download, can be outdated between updates. OCSP (Online Certificate Status Protocol) - real-time check of a single certificate's revocation status.","1::Definitions"
"Name three certificate types.","Wildcard (covers *.domain.com - all subdomains), SAN (Subject Alternative Name - multiple domains in one cert), Self-Signed (not issued by a public CA, used internally, trust must be manually configured).","1::Definitions"
"What is Diffie-Hellman key exchange?","A method for two parties to securely establish a shared symmetric key over an insecure channel. Used in TLS, IPsec, SSH. Vulnerable to MITM without authentication.","1::Definitions"
"Name three key stretching algorithms.","PBKDF2 (Password-Based Key Derivation Function 2 - uses many iterations of HMAC), bcrypt (adaptive, includes salt and cost factor), Argon2 (winner of the Password Hashing Competition, memory-hard, resists GPU/ASIC attacks).","1::Definitions"
"What is Perfect Forward Secrecy (PFS)?","A property where compromise of a long-term private key does not compromise past session keys. Achieved by using ephemeral (temporary) Diffie-Hellman keys per session - each session key is unique.","1::Definitions"
"What is post-quantum cryptography?","Cryptographic algorithms designed to resist attacks from quantum computers. Candidates: lattice-based (Kyber), code-based (Classic McEliece), hash-based (SPHINCS+). NIST is standardizing, not yet widely deployed.","1::Definitions"
"What is the difference between a honeypot and a honeynet?","A honeypot is a single decoy system. A honeynet is a network of honeypots that simulates a full production environment for broader attacker movement visibility.","1::Definitions"
"What is an implicit trust zone in Zero Trust?","A segmented network area where traffic is still trusted to some degree (e.g., inside a microsegment). Zero Trust minimizes these zones and enforces verification even within them.","1::Definitions"
"What is Authorization vs Authentication?","Authentication verifies who you are (identity). Authorization determines what you can do (permissions). Authentication always comes first.","1::Definitions"
