Front,Back,Tags
"Algorithmic Bias","Systematic and unfair discrimination in AI/ML decision-making due to biased training data, flawed algorithms, or improper feature selection.","5::Definitions"
"AI Training Data Governance","Policies for data quality, provenance, consent, and privacy in AI training datasets. Ensures data is representative, lawful, and secure.","5::Definitions"
"Automated Policy Enforcement (Policy-as-Code)","Encoding security policies as machine-readable/configurable rules. Automatically enforced by infrastructure (e.g., OPA, CloudGuard, IAM policies).","5::Definitions"
"BCP (Business Continuity Plan)","Broader plan maintaining critical business functions during and after disruption. Covers people, facilities, processes (not just IT).","5::Definitions"
"DRP (Disaster Recovery Plan)","IT-focused plan for restoring systems, data, and infrastructure after disaster. Subset of BCP.","5::Definitions"
"IRP (Incident Response Plan)","Plan for detecting, responding to, and recovering from security incidents. Covers preparation, detection, containment, eradication, recovery, lessons learned.","5::Definitions"
"BIA (Business Impact Analysis)","Identifies critical business functions, dependencies, resource requirements, and impact of disruption. Determines RTO, RPO, MTD.","5::Definitions"
"RTO (Recovery Time Objective)","Maximum acceptable downtime after a disruption. Target time to restore service.","5::Definitions"
"RPO (Recovery Point Objective)","Maximum acceptable data loss measured in time. Determines backup frequency.","5::Definitions"
"MTD (Maximum Tolerable Downtime)","Total duration a business function can be unavailable before causing irreparable harm. Longer than RTO.","5::Definitions"
"MTTR vs MTBF","MTTR (Mean Time to Repair): average time to fix a failed system. MTBF (Mean Time Between Failures): average time between system failures.","5::Definitions"
"GDPR (General Data Protection Regulation)","EU regulation for personal data protection. Key elements: Data Subject rights, 72-hour breach notification, Data Controller/Processor, right to erasure, DPO requirement.","5::Definitions"
"HIPAA (Health Insurance Portability and Accountability Act)","US regulation protecting PHI. Applies to Covered Entities and Business Associates. Three safeguards: Administrative, Physical, Technical. Requires BAA.","5::Definitions"
"PCI DSS (Payment Card Industry Data Security Standard)","12 requirements for securing cardholder data. Applies to any entity storing/processing/transmitting card data. Includes network security, access control, monitoring, testing.","5::Definitions"
"SOC 2 Type I vs Type II","Type I: controls designed properly at a point in time. Type II: controls operating effectively over a period (typically 6-12 months). Trust Services Criteria: Security, Availability, Processing Integrity, Confidentiality, Privacy.","5::Definitions"
"SOX (Sarbanes-Oxley Act)","US law for financial data integrity. Requires publicly traded companies to implement internal controls over financial reporting. CEO/CFO certification.","5::Definitions"
"FedRAMP (Federal Risk and Authorization Management Program)","US government program standardizing cloud service security assessment, authorization, and continuous monitoring.","5::Definitions"
"Privacy vs Security","Privacy: protecting personal data from unauthorized use/misuse (who has access, consent). Security: protecting data from unauthorized access/breaches (confidentiality, integrity, availability).","5::Definitions"
"Due Diligence","Identifying and assessing compliance risks before entering relationships. Research and investigation phase.","5::Definitions"
"Due Care","Taking action to mitigate identified risks. Implementing controls and safeguards.","5::Definitions"
"Attestation","Formal declaration or certification that controls are in place and effective. Often provided by third-party auditors.","5::Definitions"
"NIST CSF (Cybersecurity Framework)","Risk-based, voluntary framework. 5 functions: Identify, Protect, Detect, Respond, Recover. Implementation Tiers: Partial, Risk-Informed, Repeatable, Adaptive.","5::Definitions"
"NIST SP 800-53","Comprehensive security control catalog for US federal systems. 20+ control families (AC, AU, IA, etc.). Used in FedRAMP, FISMA.","5::Definitions"
"ISO 27001","International standard for ISMS (Information Security Management System). Certifiable. PDCA (Plan-Do-Check-Act) model.","5::Definitions"
"ISO 27002","Implementation guidance and best practices companion to ISO 27001. Detailed control descriptions and implementation guidance.","5::Definitions"
"CIS Controls","18 prioritized security actions (CIS Controls v8). Implementation Groups: IG1 (basic), IG2 (intermediate), IG3 (advanced). Community-developed.","5::Definitions"
"CMMC (Cybersecurity Maturity Model Certification)","DoD standard for defense contractors. Levels 1-5 (Basic to Advanced). Certifiable maturity model.","5::Definitions"
"COBIT (Control Objectives for Information and Related Technologies)","IT governance framework by ISACA. Links IT goals to business goals. Focus on governance, management, and control objectives.","5::Definitions"
"ITIL (Information Technology Infrastructure Library)","IT service management framework. Lifecycle approach: Service Strategy, Design, Transition, Operation, Continual Service Improvement.","5::Definitions"
"Vendor Due Diligence","Research and assessment of vendor security posture before engagement. Reviews policies, certifications, financials, past incidents.","5::Definitions"
"Right-to-Audit Clause","Contract provision allowing the hiring organization to audit the vendor's security controls and compliance. Protects against vendor risk.","5::Definitions"
"Supply Chain Risk Management","Assessing and managing security risks from vendors, suppliers, and partners. Includes vendor assessments, contracts, continuous monitoring.","5::Definitions"
"SBOM (Software Bill of Materials)","Formal inventory of all software components, libraries, and dependencies. Enables vulnerability tracking and license compliance.","5::Definitions"
"SLSA Levels (Supply-chain Levels for Software Artifacts)","Security framework for software supply chain integrity. Levels L1-L4: L1 (documented), L2 (source integrity), L3 (build integrity), L4 (verifiable build).","5::Definitions"
"Dependency Review","Automated scanning of software dependencies for known vulnerabilities, outdated packages, and license issues. Integrated into CI/CD pipeline.","5::Definitions"
"Software Supply Chain Attestation","Cryptographic verification of software artifact integrity from build to deployment. Includes signed metadata, provenance, and chain-of-custody.","5::Definitions"
"Ongoing Vendor Monitoring","Continuous assessment of vendor security posture beyond initial due diligence. Includes periodic reviews, penetration tests, compliance checks.","5::Definitions"
"MSA (Master Service Agreement)","Overarching contract establishing general terms, conditions, legal framework for ongoing relationship. Covers liability, IP, payment, confidentiality.","5::Definitions"
"SOW (Statement of Work)","Specific document detailing deliverables, timeline, milestones, costs for a particular project or engagement. References MSA.","5::Definitions"
"SLA (Service Level Agreement)","Contract defining performance metrics and service levels: uptime guarantees, response times, penalties/remedies for non-compliance.","5::Definitions"
"MOU (Memorandum of Understanding)","Non-binding agreement expressing mutual intent, understanding, cooperation. Not legally enforceable.","5::Definitions"
"NDA (Non-Disclosure Agreement)","Legally binding confidentiality agreement protecting sensitive information shared between parties.","5::Definitions"
"BPA (Business Partners Agreement)","Agreement defining terms between business partners for joint activities, data sharing, or integrated operations.","5::Definitions"
"Rules of Engagement (ROE)","Scope, boundaries, and constraints for penetration testing. Defines allowed techniques, targets, time windows, communication channels, and legal parameters.","5::Definitions"
"Internal Audit","Self-evaluation conducted by internal auditors. Focus on improvement, compliance, control effectiveness. Reports to management/board.","5::Definitions"
"External Audit","Third-party independent audit. Objective assessment, often for compliance requirements (SOC 2, PCI DSS, ISO 27001).","5::Definitions"
"Self-Assessment","Internal checklist or questionnaire completed by the organization itself. Common for initial evaluations or frameworks like NIST CSF.","5::Definitions"
"Penetration Test","Simulated attack to identify and exploit vulnerabilities. Tests real-world security posture. Can be black/gray/white box.","5::Definitions"
"Black Box Penetration Test","No prior knowledge of the target. Simulates external attacker. Most realistic but time-consuming.","5::Definitions"
"Gray Box Penetration Test","Limited knowledge (e.g., standard user credentials). Simulates authenticated attacker. Balances realism and efficiency.","5::Definitions"
"White Box Penetration Test","Full knowledge of architecture, source code, credentials. Most comprehensive. Simulates insider threat.","5::Definitions"
"Red Team","Offensive security team. Adversarial simulation of real-world attacks. Tests detection and response capabilities.","5::Definitions"
"Blue Team","Defensive security team. Monitors, detects, responds to threats. Operates and maintains security controls.","5::Definitions"
"Purple Team","Collaborative approach where Red and Blue teams work together. Shares findings to improve detection and defense.","5::Definitions"
"Onboarding Security","Background checks, security awareness training, account provisioning, least privilege setup, NDA signing, policy acknowledgment.","5::Definitions"
"Offboarding Security","Account deactivation/deletion, asset return, access revocation, badge collection, exit interview, recovery of company data.","5::Definitions"
"Job Rotation","Cross-training employees across multiple roles. Reduces fraud risk, increases skill redundancy, provides checks and balances.","5::Definitions"
"Mandatory Vacation","Required consecutive time off. Fraud detection: irregularities surface when someone else performs the role.","5::Definitions"
"Separation of Duties (SoD)","Splitting sensitive functions across multiple people (request, approve, audit). Prevents fraud, errors, conflicts of interest.","5::Definitions"
"Least Privilege","Users and systems receive minimum access/privileges needed to perform their function. Reduces attack surface and blast radius.","5::Definitions"
"Background Checks","Pre-employment screening: criminal history, employment verification, education verification, credit check (role-dependent), reference checks.","5::Definitions"
"NDA for Employees","Confidentiality agreement signed by employees protecting proprietary information, trade secrets, and data. Survives employment termination.","5::Definitions"
"Phishing Simulation","Controlled fake phishing emails sent to train employees. Metrics tracked: click rate, reporting rate, completion rate.","5::Definitions"
"Security Awareness Training Metrics","Click rate (lower is better - less susceptible), Reporting rate (higher is better - more vigilant), Completion rate (% of staff trained).","5::Definitions"
"Clean Desk Policy","Requires employees to secure documents, lock screens, clear desks of sensitive information when away. Prevents physical information leaks.","5::Definitions"
"Tailgating Prevention","Physically secure doors, don't hold doors open for strangers, challenge unrecognized individuals, use mantraps.","5::Definitions"
"OPSEC (Operational Security)","Protecting unclassified but sensitive information from collection by adversaries. Denying adversaries indicators that reveal capabilities/intentions.","5::Definitions"
"Social Engineering Defense","Verify identity through alternate channels, question urgency, be suspicious of unsolicited requests, report suspicious contact.","5::Definitions"
"Incident Reporting Procedures","Easy, non-punitive, multiple reporting channels (hotline, email, portal). Encourage early reporting. Protect whistleblowers.","5::Definitions"
"Anomalous Behavior Recognition","Training to recognize and report suspicious colleague behavior: unusual access patterns, data exfiltration, policy violations.","5::Definitions"
"Data Classification Levels (Commercial)","Public (no restrictions), Sensitive (moderate), Private (internal only), Confidential (highly restricted), Critical (maximum protection).","5::Definitions"
"Data Classification Levels (Government)","Unclassified, SBU (Sensitive But Unclassified), Confidential, Secret, Top Secret. Based on damage to national security if disclosed.","5::Definitions"
"Data States (3)","At Rest (stored data), In Transit (moving across network), In Use (actively processing in memory).","5::Definitions"
"PII (Personally Identifiable Information)","Information that identifies an individual: name, SSN, address, email, phone, biometrics, IP address. Subject to GDPR, CCPA, etc.","5::Definitions"
"PHI (Protected Health Information)","Health information linked to an individual: medical records, insurance info, treatment history. Protected under HIPAA.","5::Definitions"
"Data Masking","Irreversible replacement of sensitive data with realistic but fictional data. Used for testing, training, analytics. Cannot be reversed.","5::Definitions"
"Tokenization","Reversible replacement of sensitive data with a token. Token maps back to original data through a secure token vault. Used for PCI DSS compliance.","5::Definitions"
"Data Obfuscation","Making data unclear or unintelligible through methods like encryption, masking, redaction, or scrambling.","5::Definitions"
"Key Management Lifecycle","Generation (create keys), Distribution (secure delivery), Storage (HSM/secure vault), Rotation (periodic replacement), Destruction (cryptographic erase).","5::Definitions"
"Key Escrow","Third-party secure storage of cryptographic keys for authorized recovery if primary keys are lost or legal access is required.","5::Definitions"
"Key Rotation","Periodic replacement of cryptographic keys to limit exposure if a key is compromised and meet compliance requirements.","5::Definitions"
"HSM vs TPM vs Secure Enclave","HSM (Hardware Security Module): dedicated appliance for key operations. TPM (Trusted Platform Module): motherboard chip for hardware attestation. Secure Enclave: CPU-integrated secure coprocessor (Apple).","5::Definitions"
"Post-Quantum Cryptography","Cryptographic algorithms resistant to quantum computer attacks. NIST standardization process for PQ algorithms (CRYSTALS-Kyber, CRYSTALS-Dilithium, FALCON, SPHINCS+).","5::Definitions"
