Front,Back,Tags
What is an evil twin?,A rogue access point impersonating a legitimate one,secp701::d3::wireless
What is a rogue access point?,An unauthorized AP connected to the network,secp701::d3::wireless
What is a captive portal?,A page requiring acceptance or login before network access is granted,secp701::d3::wireless
What is a jamming attack?,Flooding radio frequencies to disrupt wireless service,secp701::d3::wireless
"Three defense contractors each maintain private clouds for classified work. They need a shared environment to collaborate on a joint project with standardized security controls, shared costs, and governed access among their organizations. A defense contractor operates a private cloud for classified workloads and also uses a public cloud SaaS for email. To collaborate on a joint weapons-system project with three other contractors, each maintains their own private cloud but needs a shared environment with standardized security controls and shared costs. Which cloud deployment model BEST satisfies the collaboration requirement?","Community cloud is infrastructure shared by several organizations with common concerns. The three defense contractors share compliance requirements (ITAR/export controls), want standardized security, and share costs — exactly the community cloud use case. Hybrid connects public+private for one org; multi-cloud is separate providers.",secp701::d3::context
"Two virtualization use cases: (1) production server consolidation requiring direct hardware access with no underlying OS, and (2) a developer workstation running multiple test VMs on top of Windows 11. A security architect is evaluating virtualization platforms for two use cases: (1) a bare-metal deployment consolidating six legacy servers onto a single host where the hypervisor must have direct hardware access with no host OS overhead, and (2) a developer workstation running multiple Linux distros for testing where the hypervisor runs on top of Windows 11. Which hypervisor types correspond to each use case? (Choose TWO.)","Type 1 (bare-metal) hypervisors like VMware ESXi or Hyper-V Server run directly on hardware with no host OS, maximizing performance for server consolidation. Type 2 (hosted) hypervisors like VMware Workstation or VirtualBox run as applications on an existing OS, appropriate for developer workstations. The question tests understanding that 'type' refers to architecture, not a numbering scheme.",secp701::d3::context
"A penetration tester exploits a hypervisor vulnerability allowing a process inside one VM to read host and cross-VM memory. During a penetration test, an assessor exploits a vulnerability in the hypervisor that allows code executing inside a VM to read memory from the host OS and other VMs on the same physical host. Which type of attack has been successfully demonstrated, and what control would MOST directly prevent it?","VM escape is when code executed inside a VM breaks the hypervisor boundary to access the host or other VMs. Hypervisor patching fixes known vulnerabilities, and hardware virtualization extensions with second-level address translation (EPT/SLAT) provide hardware-enforced isolation between VMs.",secp701::d3::context
"A SCADA system on an isolated OT network has no antivirus or patches due to production concerns. A contractor bypassed the air gap by connecting a diagnostic laptop directly to the OT network. A manufacturing plant deploys a SCADA system controlling robotic assembly arms on an isolated OT network. The OT team refuses to install antivirus or apply patches because it could disrupt time-sensitive production cycles. The IT team discovers that a contractor connected a laptop to the OT network for diagnostics, bypassing the air gap. What is the MOST significant security risk this scenario illustrates?","OT/ICS environments face dual risk: (1) systems can't be patched or scanned because of availability requirements, and (2) air gaps are fragile — easily defeated by contractors, vendors, or removable media. This is why the Purdue model and OT-specific segmentation are critical for securing industrial environments.",secp701::d3::context
"A DevOps team uses Terraform for cloud infrastructure. Secret scanning catches an AWS key committed to Git and automatically revokes it before the merge proceeds. A DevOps team uses Terraform to define cloud infrastructure as code, storing templates in a Git repository. A developer accidentally commits an AWS access key into the repo, triggering a secret-scanning tool that automatically revokes the key and blocks the merge. Which security principle of Infrastructure as Code does this workflow BEST demonstrate?","Policy as code embeds security rules directly into the CI/CD pipeline, automatically enforcing them before infrastructure changes are applied. This is a core security benefit of IaC — catching misconfigurations and secrets before they reach production, rather than after.",secp701::d3::context
"A hospital wants microsegmentation with centrally enforced policies between MRI imaging systems and a PACS server, currently using traditional distributed routing decisions. A hospital network uses traditional networking where each switch and router makes independent forwarding decisions. The security team wants to implement microsegmentation so that the MRI imaging systems can ONLY talk to the PACS server on port 389, and the PACS server can ONLY accept connections from imaging systems — enforced centrally, not per-device ACLs. Which architecture change is required?","SDN separates the control plane (centralized controller) from the data plane (switches), enabling centrally managed microsegmentation policies. The controller programs flow rules into switches, enforcing exactly which hosts can communicate on which ports — without configuring ACLs on each device individually.",secp701::d3::context
"A company uses AWS EC2 (IaaS) for a web app. They manage the OS and app; AWS manages hosts and hypervisor. A physical server TPM firmware vulnerability is discovered. An organization migrates a customer-facing web application to AWS using EC2 (IaaS). They configure security groups, patch the guest OS monthly, and manage the application code. AWS manages the underlying host hardware and hypervisor. A vulnerability is later discovered in the physical server's TPM firmware. Who is responsible for patching this firmware, and what is this division of responsibility called?","The shared responsibility model divides duties: the cloud provider secures the physical infrastructure (hosts, network, hypervisors, firmware), and the customer secures whatever runs on top (OS, apps, data, network configs in IaaS). Physical TPM firmware is unequivocally the provider's responsibility.",secp701::d3::context
"Both virtual machines and containers isolate workloads, but they do so at different layers of the stack. Which statement accurately describes the security differences between virtual machines and containers?","VMs virtualize hardware with a hypervisor, each running its own OS kernel — providing hardware-enforced isolation. Containers virtualize the OS, sharing the host kernel via namespaces (process isolation) and cgroups (resource limits). Container breakout typically requires fewer privileges than VM escape because the kernel attack surface is shared.",secp701::d3::context
"A regional credit union needs customers to reach a new online loan-application gateway from the internet while keeping internal systems and administrative access as protected as possible. The gateway is managed remotely by the network team, and the architect must decide where the gateway, its database, and the management interface should live. Which placement approach should the architect use to minimize the attack surface?","Placing the gateway in a screened subnet (DMZ) exposes only that zone to the internet, and limiting inbound traffic to the ports the service needs keeps exposure minimal. Isolating administration behind a jump host on a separate management segment keeps the management plane off the public path, which directly reduces the attack surface. Inbound NAT still places a trusted-LAN host in the external path, a direct public IP removes the protective zone entirely, and installing the gateway beside the databases widens the internal attack surface and puts sensitive data in the blast radius of a public service.",secp701::d3::context
"Three-tier architecture with web in DMZ, app in trusted zone, database in restricted zone. Rules specify web→app connections are allowed but app→web must be blocked. A financial services company hosts a public-facing web application with a three-tier architecture: web servers, application servers, and a database. The security architect places the web servers in a DMZ, the app servers in an internal trusted zone, and the database in a restricted zone. The architect insists that the web servers must initiate connections TO the app servers, but the app servers must NEVER initiate connections to the web servers. What network architecture principle is being enforced?","Unidirectional traffic is a core DMZ security principle. The DMZ initiates connections inward to request data, but internal systems never initiate connections outward to the DMZ. This prevents lateral movement: if an attacker compromises the DMZ web server, they cannot use it to connect back to internal systems because return connections are blocked.",secp701::d3::context
"Two firewall requirements: (1) perimeter device with stateful inspection, IPS, VPN, and application-layer identification. (2) Low-overhead device for an isolated SCADA network checking only IP/port/protocol without state tracking. An enterprise needs two firewall functions: (1) A perimeter device that performs stateful packet inspection, supports IPsec VPN termination, includes IPS, and can identify application-layer traffic like SQL injection attempts. (2) A low-overhead device for an isolated SCADA network that checks only source/destination IP, port, and protocol without tracking connection state. Which firewall types meet each requirement? (Choose TWO.)","An NGFW combines stateful inspection, IPS, application awareness, and VPN — the Swiss Army knife for perimeter protection. A stateless (packet-filtering) firewall checks each packet individually against ACL rules with no memory of prior packets, making it lightweight and appropriate for SCADA where state tracking adds unnecessary complexity and latency.",secp701::d3::context
"VLAN separation exists between imaging and records subnets, but a user with access to both VLANs can bridge traffic. The team needs to prevent lateral movement even for traffic staying within the same hypervisor. A hospital's security team discovers that after implementing VLANs to separate the MRI imaging subnet (10.1.10.0/24) from the patient records subnet (10.1.20.0/24), a clinician with access to both VLANs can initiate traffic between an imaging workstation and the records database. The team needs a solution that prevents all lateral movement between workloads regardless of IP addressing, including traffic that never leaves the hypervisor. Which approach addresses this?","VLANs only segment at the network level — they cannot control east-west traffic between VMs on the same hypervisor (which flows through the virtual switch). Microsegmentation uses distributed firewalls (e.g., VMware NSX, Microsoft Azure vNET) at the hypervisor layer to enforce host-to-host policies regardless of IP, subnet, or physical location.",secp701::d3::context
A security administrator needs to allow a small number of approved administrators to SSH into a highly restricted PCI DSS network segment that has no direct internet connectivity. All administrative sessions must be logged and monitored. What device placement strategy satisfies these requirements?,"A jump server (bastion host) is a hardened, monitored gateway that sits in a management network segment. All administrative access to restricted zones is funneled through it, providing centralized authentication, full session recording, and audit trails. No direct SSH access to PCI assets is allowed — admins must SSH into the jump server first, then connect from there.",secp701::d3::context
"2,000 remote employees use a VPN back to headquarters for cloud app access resulting in poor performance. The team wants to reduce latency, avoid HQ backhauling, and inspect traffic at the edge. A company with 2,000 remote employees currently uses a VPN concentrator at headquarters. Employees report slow performance when accessing cloud apps (Microsoft 365, Salesforce). The security team wants to reduce latency, move access control closer to users, and inspect traffic at the edge without backhauling everything through HQ. Which TWO architectural approaches address these goals? (Choose TWO.)","SD-WAN intelligently routes traffic based on destination — cloud app traffic goes direct to the internet instead of being backhauled to HQ. SASE converges SD-WAN with cloud-native security services (SWG, CASB, ZTNA) delivered from edge PoPs close to users. Together, they eliminate backhauling, reduce latency, and distribute security inspection to the edge.",secp701::d3::context
"An analyst deploys a system that responds to external port scans with realistic banners and slow handshakes to waste attacker time and alert the SOC. It contains no production data and is isolated from internal networks. A security analyst reviews IDS alerts and notices repeated port scans from an external IP targeting the DMZ. The analyst deploys a system that responds to the scans with realistic service banners and deliberately slow TCP handshake responses to waste the attacker's time while alerting the SOC. This system has no production data and is isolated from internal networks. What type of security control has been deployed, and where should it be placed?","A honeypot is a decoy system designed to attract attackers. It mimics legitimate services and provides early warning of reconnaissance. Placing it in the DMZ ensures it's reachable from the internet but isolated from production systems. Using slow handshakes and realistic banners is a common honeypot technique (e.g., using Cowrie or Dionaea) to engage attackers and buy time for detection.",secp701::d3::context
"E-commerce app needs: (1) HTTP request inspection for SQLi/XSS before hitting the app, and (2) detection of anomalous outbound traffic from the database server. A company runs a public e-commerce application with a login page, product catalog, and payment processing. The security team wants to deploy controls to: (1) inspect all HTTP requests for SQL injection and XSS payloads before they reach the application, and (2) detect anomalous outbound traffic patterns indicating data exfiltration from the database server. Which devices should be placed where?","A WAF is the correct device for application-layer HTTP inspection (SQLi, XSS, CSRF) — it's deployed inline in front of web servers. A NIDS passively monitors network traffic via a port mirror/SPAN port and can detect anomalous outbound patterns from the database (large data volumes, unusual destinations, odd protocols) without adding latency or risk of inline failure.",secp701::d3::context
"CISO mandates: (1) verify identity + device posture before access, (2) per-application tunnels (not full network), (3) hide internal IPs, (4) per-app auth instead of network-level SSO. An organization's CISO mandates that all remote access must verify identity and device posture before granting access, establish per-application encrypted tunnels rather than full network access, and hide internal IP addresses from users entirely. Users must authenticate to each application individually rather than getting a network-level ticket. Which architecture best meets these requirements?","ZTNA (a Gartner term, similar to BeyondCorp or Software-Defined Perimeter) implements per-application micro-tunnels that are established only after user and device are verified. Internal IPs are never exposed to the client. Each application requires separate authentication, and the ZTNA controller acts as a policy decision point, ensuring least-privilege access.",secp701::d3::context
A security engineer configures a firewall rule allowing inbound HTTPS traffic. A stateless firewall and a stateful firewall process this rule differently. Which statement accurately describes the difference?,"Stateless (packet-filtering) firewalls have no concept of connection state — each packet is evaluated independently against rules. Return traffic needs its own explicit allow rule. Stateful firewalls maintain a state table tracking TCP connections (SYN→SYN-ACK→ACK) and other protocol states, automatically permitting return packets that match an established session entry.",secp701::d3::context
"Data sets: customer names/emails, encrypted backups, employee salaries with SSNs, public marketing brochures, internal VoIP metadata retained 90 days. A multinational company's data governance team identifies the following data sets: (a) customer names and email addresses, (b) encrypted database backups stored off-site, (c) employee salary information with SSNs, (d) marketing brochures posted on the public website, and (e) internal VoIP call metadata retained for 90 days. According to standard data classification models, which labels should be assigned to each?","Standard classification: Public (no access restrictions, intended for public consumption), Internal (business-use data that shouldn't be public but isn't highly sensitive), Confidential (sensitive data requiring protection, e.g., PII, financial records, backups), Restricted (highly sensitive data with severe impact if disclosed, e.g., SSNs, trade secrets). Customer names/emails are PII but alone are typically Internal-to-Confidential. SSNs are Restricted. Marketing materials are Public. Backups inherit the classification of their contents.",secp701::d3::context
Hospital MRI images with PII on a NAS. Threat: attacker removes physical drives. Filesystem encryption is used but the key is on the OS volume — drives removed from the array could be read. A hospital stores MRI scan images (DICOM files) containing patient PII on a network-attached storage array. The security team needs to protect this data from a scenario where an attacker gains physical access to the storage array and removes the drives. The data must remain unreadable even if the drives are removed from the array. The array is currently encrypted at the filesystem level with a key stored on the OS volume. Which control addresses the specific threat?,"Full-disk encryption (FDE) at the hardware or controller level ensures data is encrypted on the physical platters. When combined with HSM-managed keys stored separately (not on the drives), removing the drives makes the data inaccessible — the drives need the array controller + HSM to decrypt. This directly Addresses the physical removal threat.",secp701::d3::context
"Three data states: (1) credit card transactions processing in memory, (2) encrypted backups replicated off-site, (3) user uploading documents via HTTPS to cloud storage. A security architect is designing data protection controls for three data states: (1) A database actively processing credit card transactions in memory, (2) encrypted backups replicated to a secondary data center, (3) a user uploading documents to a cloud storage portal via HTTPS. Which controls are MOST appropriate for each state, and which data states are described? (Choose TWO.)","Data in transit = moving across a network (TLS protects it). Data at rest = stored on media (encryption + key management protects it). Data in use = actively processed in RAM (memory encryption, secure enclaves protect it). State 1 is in use (memory), state 2 is at rest (stored backups), state 3 is in transit (upload).",secp701::d3::context
"Law firm DLP: (1) confidential PDFs emailed to personal Gmail, (2) case files copied to USB, (3) encrypted traffic to personal cloud storage bypassing current DLP. A law firm deploys DLP to prevent sensitive client documents from leaving the network. The firm discovered that employees were emailing PDFs containing confidential case details to personal Gmail accounts. They also found that an employee copied case files to a USB drive, and that encrypted traffic to personal cloud storage bypassed the existing DLP. Which DLP deployment types would address each vector?","Network DLP monitors traffic (email, web uploads) as it crosses the network boundary. Endpoint DLP enforces rules on the device (block USB writes, clipboard restrictions, file print/save-as). SSL/TLS inspection at the proxy decrypts outbound HTTPS traffic for inspection — without it, encrypted cloud storage traffic is opaque to network DLP.",secp701::d3::context
"A German customer requests GDPR deletion of their personal data. The company deletes it from the primary Frankfurt data center but the DR replica in Ireland still contains the data. A global SaaS company stores customer data in data centers across the US, EU, and Australia. A German customer files a request to have all their personal data deleted. The company confirms the data is stored in Frankfurt and deleted from live systems. However, the customer discovers that the company's disaster recovery replica in Ireland still contains their data. What security concept does this incident reveal the company failed to address?","Data sovereignty requires that data handling complies with the laws of the jurisdiction where it's stored. GDPR's right to erasure requires complete deletion across all copies — primary, backup, replica, and archive. The Ireland replica violated this because (1) the data still exists, and (2) the data is now stored in Ireland under Irish law, potentially without adequate GDPR safeguards if the replication was uncontrolled.",secp701::d3::context
"Patient data stored by healthcare SaaS: name, DOB, email, blood type, last visit date, credit card number used for copay. A healthcare SaaS provider stores the following data for each patient: name, date of birth, email address, blood type, last clinic visit date, and credit card number used for copay. Under US regulations, which data elements are PHI (Protected Health Information) and which are PII?","PHI is a subset of PII that is health-related and held by a covered entity or business associate. HIPAA's definition includes any individually identifiable health information, including demographic data, medical history, test results, and payment information. Since the data is held by a healthcare SaaS provider and relates to healthcare (blood type, visits, copays) with patient identifiers, ALL listed elements are PHI.",secp701::d3::context
A company needs to ensure that all internal application traffic between microservices is encrypted. The services communicate using REST APIs and run on Kubernetes pods that are frequently created and destroyed. Traditional TLS with static certificates is impractical because of the dynamic pod lifecycle. Which solution should the security architect choose?,"mTLS via a service mesh sidecar is the standard solution for microservice-to-microservice encryption in dynamic environments. Each pod gets an envoy/ sidecar proxy that handles TLS automatically, with certificates issued by the mesh CA and rotated frequently (often every 24 hours). This accommodates the dynamic pod lifecycle without manual certificate management.",secp701::d3::context
"A company processes highly sensitive payroll data using an in-memory database. The security architect is concerned about cold boot attacks, DMA attacks via Thunderbolt ports, and the hypervisor reading guest memory. Which technology protects data while it is being actively processed in RAM?","Data in use is the most difficult state to protect because data must be decrypted for processing. TEEs (SGX, SEV, TrustZone) encrypt memory at the hardware level, ensuring that even the OS, hypervisor, or an attacker with physical DMA access cannot read the plaintext data. The CPU decrypts data only within the processor package.",secp701::d3::context
"Hospital DLP flags all emails with 'cancer' as PHI violations. Oncologists send legitimate referrals mentioning 'cancer' daily, creating hundreds of false positives. Need to reduce false positives without allowing real PHI exfiltration. A hospital's DLP system flags all outbound emails containing the word 'cancer' as potential PHI violations. Oncologists regularly email referrals mentioning 'cancer' to other specialists, causing the security team to investigate hundreds of false positives daily. The DLP administrator needs to reduce false positives without allowing actual PHI data exfiltration. Which approach BEST addresses this?",Contextual DLP uses multiple detection techniques — keyword + regex + data fingerprinting + recipient analysis + document properties — to accurately identify true violations while ignoring benign uses of the same terms. This is far more effective than simple keyword matching.,secp701::d3::context
"Trading firm: $850k/hour downtime cost, max 15 minutes data loss tolerance, proposed solution restores in 30 minutes. A financial trading firm calculates that every hour of system downtime costs $850,000 in lost transactions. The firm can tolerate a maximum of 15 minutes of data loss (transactions not yet replicated). The IT team proposes a solution that can restore systems within 30 minutes of a failure. Which metrics should the firm specify in the disaster recovery plan to match these business requirements?","RTO = maximum acceptable time to restore operations after a disaster (30 minutes, matching the restore capability). RPO = maximum acceptable data loss measured in time (15 minutes of transactions). Both are forward-looking objectives. MTD is the total survival time (always > RTO), MTTR is a historical metric, not an objective.",secp701::d3::context
"E-commerce DR site requirements: minimize CapEx, fully operational within 4 hours, data no more than 1 hour old, can accept intermittent degradation during failover. An e-commerce company needs to select a disaster recovery site strategy. The CFO wants to minimize capital expenditure for the DR site. The CTO requires that the site be fully operational within 4 hours of a primary data center failure and must have a full copy of all data that is no more than 1 hour old. The business can accept intermittent service degradation during failover. Which site type BEST balances cost and requirements?","Warm sites have the infrastructure ready but not fully operational — data is replicated periodically (hours old, not real-time). This meets the 1-hour RPO with periodic sync and the 4-hour RTO with pre-staged hardware, at significantly lower cost than a hot site (which would mirror everything in real-time with full redundancy).",secp701::d3::context
"University lost all data when a fire destroyed the server room because backups were stored on a NAS in the same room. New strategy: local disk for fast recovery, offsite tape vault, and one more copy in a different geographic region. A university IT department backs up research data nightly to a local NAS (Network Attached Storage) in the same server room. After a fire destroys the server room, the university loses all data — including the backups. The new security director implements a backup strategy that maintains data on local disk for quick recovery, on tape stored at an offsite commercial vault, and one additional copy in a different geographic region. Which backup strategy does this describe?","The 3-2-1 rule: three total copies, two different media types, one offsite. Local disk (copy 1, medium 1), offsite tape vault (copy 2, medium 2, offsite), georedundant copy (copy 3). The fire destroying the primary + same-room NAS violated the 3-2-1 rule — both copies were on the same medium (disk) in the same location.",secp701::d3::context
"2 TB SQL database: weekly full backup Sunday 2 AM, need point-in-time recovery within last 24 hours with minimal data loss, minimize total backup storage. A database administrator manages a 2 TB SQL database that must be available 24/7. The backup strategy requires: (1) A weekly full backup on Sunday at 2 AM, (2) the ability to restore to any point within the last 24 hours with minimal data loss, (3) minimizing the total backup storage required. Which backup types should be used for daily backups between full backups, and why is this approach preferred over alternative types? (Choose TWO.)",Daily incremental backups minimize storage (each captures only the previous day's changes) while weekly fulls provide a clean restore baseline. Transaction log backups every 15 minutes enable point-in-time recovery to any moment within the 24-hour window — essential for compliance scenarios where even a few minutes of data loss is unacceptable. Note: the 'daily' incrementals + 15-minute log shipping is the standard approach.,secp701::d3::context
A database administrator configures a disk array with six physical disks. The system requires maximum read performance and fault tolerance — the array must survive two simultaneous disk failures without data loss. Which RAID configuration meets these requirements?,"RAID 6 uses dual distributed parity and can tolerate any 2 simultaneous disk failures. With 6 disks, it provides high read throughput (all disks are read in parallel for striped data) and guaranteed dual-fault tolerance — regardless of which 2 disks fail.",secp701::d3::context
"E-commerce site: 3 web servers behind load balancer, login sessions stored in local server memory. Users get logged out when requests go to different servers. An e-commerce site uses three web servers behind a load balancer. Users report being repeatedly logged out when the load balancer sends their requests to different servers, even though they authenticated successfully. The login state is stored in the server's local memory. Which load balancing configuration resolves this issue?","Sticky sessions (session persistence) ensure the same client is always directed to the same backend server. Common methods: cookie-based (load balancer inserts a cookie mapping the client to a specific server) or source-IP affinity (hash of client IP maps to server). However, sticky sessions are a workaround — the better architecture is externalizing session state to a shared store (Redis, database) so any server can handle any request.",secp701::d3::context
"Data center power requirements: (1) instant battery failover for short blips, (2) 6-hour extended outage coverage, (3) surge/sag protection for equipment. A data center operator is designing power resilience for a critical server rack that processes financial transactions. The requirement is: (1) instant failover to battery power for graceful shutdown during a 3-minute utility blip, (2) sustain operations for 6 hours during an extended outage, and (3) protect against voltage sags and surges that could damage equipment. Which combination of power solutions BEST meets all requirements?","UPS handles instantaneous failover (sub-cycle transfer time), power conditioning (sags, surges, frequency regulation), and bridges the gap until the generator stabilizes. Generators provide cost-effective extended runtime. This is the standard data center power architecture: utility → UPS → PDU → equipment, with generator as backup fuel source.",secp701::d3::context
"A company experiences a ransomware attack that encrypts all servers. IT takes 6 hours to detect the attack, 4 hours to restore from clean backups, and 2 hours to validate data integrity and resume operations. The business can survive a maximum of 12 hours without the system. Which statement BEST interprets the MTD, MTTR, and RTO relationship?","MTD (Maximum Tolerable Downtime) is a business decision — the total time the organization can survive without the system. RTO is the recovery time target. In this incident, total time from detection to validated operations was 12 hours, exactly matching the MTD — no margin. Best practice: set RTO well below MTD (e.g., RTO of 4 hours with MTD of 12).",secp701::d3::context
