Front,Back,Tags
What is full disk encryption (FDE)?,Encrypting an entire drive — protects data at rest,secp701::d4::hardening
What is WEP?,A broken wireless standard using RC4 — do not use,secp701::d4::wireless
What does WPA2 use?,AES with CCMP,secp701::d4::wireless
What does WPA3 add over WPA2?,"SAE handshake (resists offline cracking), forward secrecy, protected management frames",secp701::d4::wireless
What is WPA2/WPA3-Enterprise?,Wireless authentication against a RADIUS server (802.1X),secp701::d4::wireless
What is a pre-shared key (PSK)?,A shared passphrase for WPA personal mode,secp701::d4::wireless
What is EAP-TLS?,Extensible Authentication Protocol using certificates for both client and server,secp701::d4::wireless
What is PEAP?,Protected EAP — a server certificate plus password inside a TLS tunnel,secp701::d4::wireless
What is RADIUS?,A protocol providing centralized AAA for network access,secp701::d4::wireless
What is 802.1X?,Port-based authentication requiring devices to authenticate before network access,secp701::d4::wireless
What is vulnerability scanning?,Automated identification of known vulnerabilities in systems,secp701::d4::vulnmgmt
What is a credentialed (authenticated) scan?,A scan run with login rights — sees deeper than uncredentialed scans,secp701::d4::vulnmgmt
What is a threat intelligence feed?,"A subscription of current threat data (IOCs, TTPs) for security tools",secp701::d4::vulnmgmt
What is a responsible disclosure program?,A process for researchers to report vulnerabilities safely,secp701::d4::vulnmgmt
What is vulnerability analysis?,Assessing the severity and impact of identified vulnerabilities,secp701::d4::vulnmgmt
What is vulnerability remediation?,"Fixing vulnerabilities (patching, configuration changes, or compensating controls)",secp701::d4::vulnmgmt
What is vulnerability validation?,Verifying that remediation actually closed the vulnerability (e.g. rescanning),secp701::d4::vulnmgmt
What is vulnerability reporting?,Communicating findings and remediation status to management,secp701::d4::vulnmgmt
What does SIEM do?,"Aggregates and correlates logs from many sources, alerting on threats",secp701::d4::monitoring
What is a syslog?,A standard format for sending log messages to a central server,secp701::d4::monitoring
What is NetFlow?,"Traffic flow data showing source, destination, ports, and volume",secp701::d4::monitoring
What is a packet capture?,"Recording raw network traffic for analysis (Wireshark, tcpdump)",secp701::d4::monitoring
What is a dashboard in security monitoring?,A visual summary of key security metrics in one view,secp701::d4::monitoring
What is SCAP?,Security Content Automation Protocol — standardized vulnerability management formats,secp701::d4::monitoring
What is a CVE?,A unique identifier for a known vulnerability,secp701::d4::monitoring
What is CVSS?,A 0-10 score measuring the severity of a vulnerability,secp701::d4::monitoring
What is the single pane of glass concept?,One dashboard unifying visibility across all security tools,secp701::d4::monitoring
What is a SOP?,Standard Operating Procedure — documented routine steps,secp701::d4::monitoring
What is continuous monitoring?,Ongoing observation of systems and controls for changes and threats,secp701::d4::monitoring
What are the seven phases of the CompTIA incident response process?,"Preparation, Detection, Analysis, Containment, Eradication, Recovery, Post-Incident Activity",secp701::d4::ir
What are the four NIST incident response phases?,"Preparation, Detection and Analysis, Containment/Eradication/Recovery, Post-Incident Activity",secp701::d4::ir
What happens in the preparation phase?,"Hardening systems and creating policies, procedures, and communication plans",secp701::d4::ir
What happens in the containment phase?,Limiting the incident's scope and preventing spread,secp701::d4::ir
What happens in the eradication phase?,Removing the cause of the incident (e.g. reimaging systems),secp701::d4::ir
What happens in the recovery phase?,Restoring systems and services to a secure state,secp701::d4::ir
What is root cause analysis (RCA)?,Identifying the incident's source and how to prevent recurrence,secp701::d4::ir
What are the steps of root cause analysis?,"Define/scope, determine causal relationships, identify a solution, implement and track",secp701::d4::ir
What is a lessons learned session?,Documenting what went well and what to improve after an incident,secp701::d4::ir
What is an after-action report?,A formal report of what occurred during an incident,secp701::d4::ir
What is an incident response playbook?,Documented step-by-step procedures for a specific incident type,secp701::d4::ir
What is a CSIRT?,Computer Security Incident Response Team,secp701::d4::ir
What is threat hunting?,Proactively searching networks for threats that evaded existing defenses,secp701::d4::ir
What is a tabletop exercise for incident response?,A discussion-based walkthrough of an incident scenario,secp701::d4::ir
What is the order of volatility?,"Collect the most volatile evidence first: registers, cache, RAM, disk, backups",secp701::d4::forensics
What is the chain of custody?,Documentation of who handled evidence and when,secp701::d4::forensics
What is a legal hold?,A requirement to preserve all relevant data for litigation,secp701::d4::forensics
What is e-discovery?,Collecting electronic evidence for legal proceedings,secp701::d4::forensics
What is slack space?,Unused space in a disk cluster that can hold residual deleted data,secp701::d4::forensics
What is a memory dump?,A snapshot of the contents of RAM for analysis,secp701::d4::forensics
What is metadata?,"Data about data (timestamps, author, location) — valuable in investigations",secp701::d4::forensics
What is SOAR?,"Security Orchestration, Automation, and Response",secp701::d4::automation
When should you automate a security task?,"When it is repetitive, high-volume, and well-understood",secp701::d4::automation
What are benefits of automation and orchestration?,"Speed, consistency, reduced human error, lower cost",secp701::d4::automation
What is an API?,Application Programming Interface — a defined way for applications to communicate,secp701::d4::automation
What is CI/CD?,Continuous Integration / Continuous Deployment — automated build and release,secp701::d4::automation
What is automated ticket creation used for?,Routing alerts to the right team with context automatically,secp701::d4::automation
What is automated onboarding?,Provisioning accounts and access for new employees automatically,secp701::d4::automation
"A security team uses Ansible to apply CIS Level 2 benchmarks to 40 Linux servers. After deployment, an auditor finds four servers still have root SSH login enabled. Why do four servers still have root SSH login enabled after the CIS Level 2 Ansible deployment?","Ansible only applies configurations to hosts defined in its inventory file. If four servers were not listed, they would not receive any playbook tasks including SSH hardening. Regular inventory audits and automated CMDB integration help prevent this issue.",secp701::d4::context
A regional bank is standardizing on a new model of employee laptops and will purchase 400 units through an approved reseller. The security team wants the devices to meet the organization's security requirements from the moment they are deployed rather than relying on post-purchase remediation. The procurement team is drafting the purchase specification and asks for security input before the order is placed. Which procurement practice BEST ensures the new laptops meet the organization's security baseline at purchase?,"Secure acquisition begins with requirements: capabilities such as TPM and UEFI Secure Boot must be specified at purchase because they are hardware features that cannot be added later, and verifying delivery against the stated baseline closes the loop. Buying the cheapest hardware, trusting factory defaults, or relying on a preinstalled image all fail to guarantee that the device itself meets the organization's security requirements.",secp701::d4::context
"After applying a Windows Server hardening baseline via GPO, six servers have reverted to weaker TLS settings three weeks later. Group Policy confirms the GPO is still linked and enforced. Why did the six servers revert to weaker TLS settings even though the GPO is linked and enforced?",Local Group Policy can override domain-level GPO settings if the domain policy is not enforced. Domain GPOs should be set to 'Enforced' and Local Group Policy should be restricted via the 'Turn off Local Group Policy Objects processing' setting.,secp701::d4::context
"An organization adopts immutable infrastructure using AWS EC2 Auto Scaling with hardened AMIs. A junior engineer patches a running instance manually and creates a new AMI from it. An organization adopts immutable infrastructure for web servers using AWS EC2 Auto Scaling with a hardened AMI. After a critical patch is released, a junior engineer connects to a running instance, installs the patch manually, and creates a new AMI from that instance. What security principle did this violate?","Immutable infrastructure mandates that servers are never modified in-place. A new hardened image is built from a clean source, tested, and deployed through the CI/CD pipeline. By patching a running instance, the engineer introduced configuration drift by inheritance.",secp701::d4::context
"A regional hospital's vulnerability management team is triaging the findings from its quarterly credentialed scan. Their remediation policy scores every finding by combining CVSS severity, known exploit activity, and the criticality classification of the affected asset from the asset inventory. The team has capacity to patch only two findings before the next change window. Which two findings should the team remediate FIRST? (Select TWO.)","Risk-based prioritization weighs CVSS severity together with asset criticality and exploit availability. Option A combines a critical-severity flaw with public exploit code against an internet-facing system patients rely on. Option D adds observed exploit activity to a finding on an asset storing sensitive diagnostic data, so it also clears the urgent threshold. The remaining options involve low-value or isolated assets (B, F), medium severity with no exploitation (C), or minor impact (E), so they can follow the normal patch cycle.",secp701::d4::context
A SOC analyst uses Splunk to detect configuration drift on Windows servers. A registry key change was unauthorized. A search identifies that the 'RestrictAnonymous' registry key was changed on 12 servers without change management approval. Which Splunk correlation BEST identifies this drift?,"Configuration drift detection requires an authoritative baseline. In Splunk, known-good configuration values are stored in a lookup table, and a scheduled search compares current values against the baseline.",secp701::d4::context
"A healthcare organization maintains an asset inventory, but a recent network scan found several medical workstations that are actively used yet missing from the inventory, while inventory records still list devices that were decommissioned years ago. Leadership wants the inventory to reflect the environment as it actually exists today and to catch newly connected devices quickly. Which practice BEST keeps the asset inventory accurate on an ongoing basis?","Agent-based discovery continuously reports the hardware, OS, and software of managed endpoints, and regular reconciliation against the CMDB exposes both devices missing from the inventory and records for devices that no longer exist. Annual manual reporting, DHCP lease records, and procurement receipts each provide partial or stale views that fail to keep pace with a changing environment.",secp701::d4::context
"A SIEM correlation rule designed to detect brute-force logins fires whenever five failed logins occur within one hour. The rule generates hundreds of alerts every day because a legacy accounting application repeatedly retries a locked-out service account, and none of the alerts correspond to a genuine attack. The SOC wants to keep the detection while eliminating the noise. Which alert tuning action is MOST appropriate?","Alert tuning reduces false positives by adjusting thresholds and baselining legitimate behavior. Raising the failure threshold keeps the rule sensitive enough for genuine brute-force attempts, while an exception for the locked-out service account's retries removes the dominant noise source without suppressing alerts for other hosts. Deleting the rule or suppressing an entire IP range trades coverage for convenience, and retention changes do not affect alert volume.",secp701::d4::context
A Splunk correlation rule triggers an impossible-travel alert: a user authenticated from New York at 09:05 UTC and London at 09:35 UTC. The user is a remote employee who uses a company VPN. Why did the impossible-travel alert most likely fire for this VPN user?,"Impossible-travel detections frequently produce false positives when users connect through VPNs or cloud-based VDI. The VPN egress IP determines geolocation. If a VPN session reconnects to a different POP, the user appears to teleport.",secp701::d4::context
"A Windows server shows 500 Event ID 4625 failures from one IP, then one Event ID 4624 success from the same IP with Logon Type 3. A Windows server shows 500 failed logon attempts (Event ID 4625) from a single IP address within 10 minutes, followed by a successful logon (Event ID 4624) with Logon Type 3 from the same IP. Which conclusion is MOST accurate?","The evidence chain clearly indicates a successful brute-force attack: hundreds of Event ID 4625 failures followed by Event ID 4624 success from the same source IP. Logon Type 3 indicates a network logon (SMB, RDP).",secp701::d4::context
"A manufacturing company's security team subscribes to a commercial threat feed and gathers OSINT from vendor advisories, public exploit discussions, and open-source reporting. The feed reports active exploitation of a vulnerability in the web-server software version the company runs. The team must decide how to use this intelligence within its vulnerability management process. How does this threat intelligence BEST support vulnerability identification?","Threat intelligence supports identification by focusing scanning and verification on assets running software that is currently being exploited, so relevant exposures are found sooner. A feed or OSINT report describes external activity and product versions, so it cannot substitute for scans, list an organization's internal compromise state, or certify products it does not mention.",secp701::d4::context
A workstation sent 2 GB to a remote Russian IP at 2-4 AM. The remote IP has no prior history. A security analyst reviews NetFlow data and identifies a workstation that sent 2 GB of data to a remote IP in Russia between 2:00 AM and 4:00 AM. The remote IP has no prior history. Which additional NetFlow attribute would BEST confirm exfiltration?,"NetFlow records include IP, ports, protocol, packet count, byte count, and timestamps. For exfiltration detection, analysts look for unusual destination countries, non-standard ports, off-hours transfers, and disproportionate data volumes.",secp701::d4::context
"The network operations team at a logistics company wants two new monitoring capabilities: immediate notification when a switch interface goes down or a router reloads, and ongoing visibility into which internal hosts communicate with which external destinations so the SOC can spot unusual traffic patterns. The team is selecting technologies to add to its monitoring platform. Which two technologies should the team deploy? (Select TWO.)","SNMP traps let managed devices push notifications as events happen, giving immediate awareness of interface or device failures, while NetFlow exports summarized records of every traffic conversation so the SOC can analyze communication patterns and volumes. Vulnerability scanning, wireless IPS, and packet mirroring address different monitoring goals, and syslog alone lacks flow-level data.",secp701::d4::context
"A company configures Elasticsearch hot/warm/cold storage for PCI DSS compliance. After 14 months, logs from month 10 are unsearchable. Why are month-10 logs unsearchable after 14 months even though the SIEM uses hot/warm/cold storage tiers?","Elasticsearch Snapshot Lifecycle Management (SLM) automates index deletion. If configured for 12-month deletion rather than transitioning to frozen tier, data is permanently removed. PCI DSS requires 12 months of retained logs.",secp701::d4::context
A vulnerability analyst is comparing two findings from a scan of a customer-facing application. Finding 1 has a CVSS base score of 9.8 with the vector AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H. Finding 2 has a CVSS base score of 8.1 with the vector AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H. The team has capacity to address only one of the two findings this sprint. Which interpretation of the CVSS data is correct?,"A CVSS base score summarizes a vector, and the vector details matter more than the headline number. Finding 1's vector — network access, no privileges, no user interaction — makes it trivially exploitable by any remote attacker, so it warrants priority despite Finding 2's high impact components, which require local access, high privileges, a difficult attack, and user interaction. Comparing raw scores without reading the metrics can misorder remediation.",secp701::d4::context
"A software company must define how long to keep three data sets: customer contracts, system audit logs, and marketing analytics. Regulators require contract records to be kept for seven years, audit logs must support compliance and incident investigations, and the marketing data has no legal retention requirement. Management asks the security team to propose a retention approach. Which retention approach is the MOST appropriate?","Proper data retention uses a documented schedule that classifies data and sets each category's retention period from legal, regulatory, and business requirements, then disposes of data when the period ends and no legal hold applies. Retaining everything indefinitely, deleting everything quickly, or letting each department decide separately all ignore the different obligations that apply to different data.",secp701::d4::context
"A SOAR playbook for phishing response isolates the workstation but does not reset the password. The playbook uses a conditional block after setting the credential-theft indicator. A SOC uses a SOAR platform to automate phishing response. When a user clicks a phishing link and submits credentials on a fake login page, the playbook should isolate the workstation and reset the password. During a test, the playbook isolates the workstation but does NOT reset the password. What is the MOST likely playbook design flaw?","SOAR playbook logic often uses conditional branches based on indicators. The phishing indicator triggers isolation, but the credential-theft indicator may not have been set because the playbook only checked the URL, not the follow-on credential capture.",secp701::d4::context
"A SOAR platform ingests threat intelligence from multiple feeds and generates many false positives for low-confidence, single-feed IOCs. A SOC analyst configures a SOAR platform to ingest threat intelligence from AlienVault OTX, IBM X-Force, and a commercial STIX/TAXII feed. The SOAR generates many false positive alerts for IPs that appear in only one feed with low confidence scores. Which configuration change would BEST reduce false positives?",Threat intelligence quality management uses confidence scoring and source cross-referencing. The STIX/TAXII protocol provides standardized confidence and TLP markings.,secp701::d4::context
A SOC manager designs a SOAR playbook for EDR IOCs. Two trigger types should be fully automated. Which two triggers should be configured for FULL automation (no human approval required)? (Select TWO.),"Full automation is appropriate when: the indicator is highly reliable, the action is reversible or low-risk, and speed is critical. Actions with potential business disruption typically require human approval.",secp701::d4::context
"A SOAR assigns LOW priority to CVSS 5.5 but HIGH priority to CVSS 3.0 on the same internet-facing web server. A SOAR platform triages 200 alerts per hour using a priority matrix based on CVSS score and asset criticality. A medium-severity (CVSS 5.5) alert on an internet-facing web server gets LOW priority, while a low-severity (CVSS 3.0) alert on the same server gets HIGH priority. What BEST explains this?",Modern SOAR platforms integrate threat intelligence to augment CVSS scores with exploit context. A vulnerability with active exploitation poses an immediate threat superseding its base CVSS score.,secp701::d4::context
"A SOAR playbook queries VirusTotal API for file hash enrichment but exceeds the free tier quota within two hours. A SOAR playbook enriches file hashes from email attachments by querying VirusTotal's API. After deployment, the SOC exceeds the VirusTotal free tier quota within two hours. Which design improvement BEST ensures continuous enrichment without exceeding API limits?",API rate limiting and quota management are essential SOAR design considerations. Caching hash-to-verdict mappings with appropriate TTL significantly reduces API calls while maintaining enrichment quality.,secp701::d4::context
"A SOAR playbook triggers network isolation via a switch API, but the isolated host continues communicating with internal servers. Why does the isolated host keep communicating with internal servers after the SOAR playbook triggers network isolation?","SOAR isolation playbooks must account for hosts with multiple network paths (dual NICs, cellular modems, virtual switches). The playbook should query the CMDB for all interfaces and disable all connected ports.",secp701::d4::context
"A credit union runs a legacy loan-origination application on an operating system the vendor has stopped supporting. A credentialed scan confirms a known, remotely exploitable vulnerability in that system, and the application cannot be replaced or upgraded for another year because it is tightly integrated with other systems. Which compensating control BEST reduces the risk posed by this unpatchable system?","When patching or replacement is impossible, compensating controls reduce exposure through other means. Network segmentation with restrictive firewall rules and monitored administrative access shrinks the attack surface of the unsupported system, which is the most effective available option. Suppressing findings hides risk, antivirus alone is insufficient for a network-exposed flaw, and risk acceptance without controls leaves the exposure unchanged.",secp701::d4::context
Healthcare patient portal storing PHI in cloud. Must ensure PHI is not recoverable after retention period. A healthcare organization implements a new patient portal that stores medical records in a cloud database. A security auditor requires that protected health information (PHI) must not be recoverable after the retention period expires. Which data sanitization technique should the cloud provider use?,"Cryptographic erasure (crypto-shredding) encrypts data and then destroys the decryption key, making the data permanently unrecoverable. This is the preferred method in cloud environments where physical access to storage media is unavailable.",secp701::d4::context
"A security analyst confirms a C2 beaconing alert, isolates the workstation, captures images, then rebuilds from a known-good image. A security analyst receives an EDR alert that a workstation is beaconing to a known C2 server every 60 seconds. The analyst isolates the workstation, captures memory and disk images, then rebuilds the workstation from a known-good image. Which NIST IR lifecycle phase is the analyst performing when rebuilding the workstation?","The NIST SP 800-61 IR Lifecycle: (1) Preparation, (2) Detection & Analysis, (3) Containment, Eradication & Recovery, (4) Post-Incident Activity. Rebuilding is specifically Eradication within phase 3.",secp701::d4::context
"A payment processor operates critical web servers that rarely change. Management wants to detect any modification of system binaries or configuration files, including changes made by an attacker who gains local access, while avoiding alert fatigue from routine patching. Which capability BEST meets this requirement?","File integrity monitoring establishes a baseline of file hashes and alerts when monitored files change, making it the right control for detecting tampering with system binaries or configuration. Antivirus scanning, logon auditing, and backup size comparison do not continuously verify file integrity, and pairing FIM with change-management review prevents approved updates from causing alert fatigue.",secp701::d4::context
An IR plan requires law enforcement notification within 4 hours. The CISO delays by 6 hours for more evidence. An organization's IR plan requires notifying law enforcement within 4 hours of confirming ransomware on critical infrastructure. The CISO delays notification by 6 hours to collect more evidence. Which IR plan component did the CISO violate?,The IR plan's communication plan defines internal and external notification requirements with SLAs. Violating defined SLAs may have legal and regulatory consequences.,secp701::d4::context
"A regulated healthcare organization must prove to auditors that 200 Linux servers matched the CIS hardening benchmark on the day they were deployed and must repeat the verification every quarter. The team wants the checks to be automated, repeatable, and expressed in standardized machine-readable content rather than manual checklists. Which approach BEST meets this requirement using SCAP and benchmarks?","SCAP defines a protocol for automated security-content checks; publishing a CIS benchmark as XCCDF policy with OVAL checks lets an SCAP-validated scanner evaluate systems and emit standardized result reports that can be archived as audit evidence. Manual email confirmation is not verifiable, IDS alerts measure network behavior rather than configuration, and a single disk image cannot represent the state of every server.",secp701::d4::context
An incident responder arrives at a scene where a server is actively running ransomware. The responder needs to preserve volatile data. Which action should be performed FIRST?,Order of Volatility (OOV): CPU registers > routing tables > process table/kernel memory > temporary files > disk > remote logs. Memory acquisition (RAM) must come before any action that alters system state.,secp701::d4::context
"During a ransomware incident, the IR team disables services on the switch instead of disconnecting 50 workstations individually. During a ransomware incident affecting 50 workstations, the IR team disables non-essential services and isolates affected systems. Following initial containment, what is the MOST important next step?","Network segmentation as containment uses network infrastructure to isolate compromised subnets. This achieves two objectives: (1) stops lateral movement by blocking the propagation path, (2) preserves forensic evidence by avoiding power-off or physical disconnection. This approach is scalable for large incidents and enables remote forensic analysis through managed access rules.",secp701::d4::context
"Customer data CSV with PII to be shared with external research partner for marketing analysis. A data analyst exports a CSV file containing customer records for a marketing analysis project. The file includes full names, email addresses, phone numbers, and purchase histories. The analyst must share this data with an external research partner. What is the MINIMUM privacy control required before sharing?","Pseudonymization removes direct identifiers and replaces them with tokens, enabling analysis while protecting individual privacy. It is the minimum required when sharing PII for business analysis — full anonymization (without mapping table) would be stronger but may not support the marketing analysis goal.",secp701::d4::context
"Financial services company needing 7-year retention then permanent destruction of transaction records. A financial services company must comply with a regulatory requirement to retain transaction records for seven years. After seven years, records must be permanently destroyed. Which combination of a data lifecycle control and sanitization method BEST meets this requirement?","Data classification with retention tagging ensures records are tracked through their lifecycle. Degaussing provides permanent destruction by disrupting the magnetic domains on storage media, making recovery impossible. This is appropriate for regulatory compliance.",secp701::d4::context
"A forensic analyst must collect evidence from a running, compromised Linux server following the correct order of volatility. A forensic analyst must collect evidence from a running, compromised Linux server. Which sequence represents the CORRECT order of volatility?","RFC 3227 Order of Volatility: (1) CPU registers/cache, (2) routing/ARP/process tables, (3) live network connections, (4) temporary files, (5) disk, (6) remote logs, (7) archival media.",secp701::d4::context
"A hospital is deploying network access control (NAC) so that only compliant devices can reach clinical systems. Managed laptops must have current antivirus definitions and required security patches before they are granted network access, while visitors' unmanaged devices must be limited to internet-only connectivity. The security team is defining how the NAC should treat devices at the moment they connect. Which NAC enforcement approach BEST satisfies these requirements?","NAC posture assessment checks each device's security state — antivirus definitions, patch level, and configuration — at connection time, and quarantine directs devices that fail the check to a restricted VLAN where they can remediate without reaching clinical systems. MAC allowlists only prove an address, not health, and can be spoofed; portal self-attestation is unverifiable; and an inline IPS inspects traffic rather than endpoint compliance.",secp701::d4::context
"A school district routes all student and staff internet traffic through a central web gateway. The district must prevent students from reaching gambling and adult-content sites, block domains known to host malware for every user, and give administrators a way to correct the occasional legitimate site that is misclassified. The IT team is deciding how the gateway should classify and block traffic. Which combination of web filtering features BEST meets these requirements?","URL categorization assigns sites to categories so policies can block gambling and adult content, reputation databases identify domains known for malware or phishing, and an exception process lets administrators reclassify miscategorized sites. Keyword filtering is defeated by encrypted content and produces false positives, a full allowlist cannot scale, and voluntary browser extensions are not centrally enforceable.",secp701::d4::context
A forensic analyst needs to acquire a SATA hard drive from a powered-off Windows workstation. A forensic analyst needs to acquire a SATA hard drive from a powered-off Windows workstation used to access illegal content. Which acquisition method should be used?,"Forensic acquisition best practices: hardware write-blocker, bit-for-bit imaging, forensic imaging tools (FTK Imager creates E01 with metadata and hashes), and hash verification.",secp701::d4::context
"A retail chain with 40 stores is consolidating firewall, server, and application logs from all locations into one central platform so the SOC can correlate events across the enterprise and produce reports for management. The team must make two foundational decisions for the aggregation project. Which two actions are MOST important for effective log aggregation and reporting? (Select TWO.)","Effective log aggregation depends on two foundations: synchronized, normalized events that can be correlated across sources, and a central repository that indexes the data and supports search, dashboards, and scheduled reporting. Keeping logs distributed, discarding history after a day, transmitting them insecurely, or opening the repository to everyone each break correlation, retention, confidentiality, or least privilege.",secp701::d4::context
A security analyst needs to capture traffic from a specific workstation. The traffic crosses a core switch with all VLANs. A security analyst needs to capture network traffic to investigate possible data exfiltration from workstation 10.0.1.50. The traffic crosses a core switch carrying all VLANs. Which packet capture approach is MOST appropriate?,Network forensics: SPAN/port mirror copies specific port traffic to a monitoring port without disrupting production. Filter to the target IP to minimize capture file size.,secp701::d4::context
"A forensic analyst has physical access to a seized, powered-on, passcode-locked iOS smartphone. Which acquisition method is MOST appropriate?","Mobile forensics for iOS: (1) Logical acquisition via USB using exploits, (2) iCloud backup, (3) Full file system (requires jailbreak), (4) Chip-off/JTAG as last resort. Modern iOS uses Secure Enclave hardware encryption.",secp701::d4::context
Employee monitoring tool with keystroke logging and screenshots deployed across European offices. An organization deploys a new employee monitoring tool that captures keystrokes and takes periodic screenshots. Employee works councils in several European countries have raised privacy concerns. Which of the following actions BEST balances security monitoring needs with employee privacy rights?,"GDPR requires DPIAs for high-risk monitoring, data minimization, purpose limitation, storage limitation, and transparency. A DPIA identifies risks, minimization limits collection scope, retention limits avoid indefinite storage, and notice provides transparency — together they form a compliant approach.",secp701::d4::context
"In a data breach trial: printed log showing IP, expert testimony, actual hard drive. Which evidence types? In a data breach trial, the prosecution presents: (1) a printed log showing the defendant's IP, (2) expert testimony about the log format, (3) the actual hard drive with original logs. Which evidence types are represented?","Four evidence types: Real (physical objects), Documentary (writings/records), Demonstrative (visual aids), Testimonial (sworn statements). Understanding classification is critical for admissibility.",secp701::d4::context
