Front,Back,Tags
How does the hybrid approach combine symmetric and asymmetric encryption?,Asymmetric encrypts and shares a secret key; symmetric does the bulk encryption,secp701::d1::crypto
What is a stream cipher?,A cipher that encrypts data bit-by-bit or byte-by-byte in a continuous stream,secp701::d1::crypto
What is a block cipher?,"A cipher that encrypts data in fixed-size blocks (64, 128, or 256 bits)",secp701::d1::crypto
Which is better suited to real-time audio/video: stream or block cipher?,Stream cipher,secp701::d1::crypto
What is a hash?,A one-way function producing a fixed-length message digest from any input,secp701::d1::crypto
Which hash produces a 128-bit digest and is now considered insecure?,MD5,secp701::d1::crypto
Which hash family includes SHA-224 through SHA-512?,SHA-2,secp701::d1::crypto
What does HMAC provide?,Message integrity AND authenticity using a shared secret key,secp701::d1::crypto
What is a digital signature?,A hash of the message encrypted with the sender's private key,secp701::d1::crypto
What does a digital signature provide?,"Integrity, authentication, and non-repudiation",secp701::d1::crypto
What is a pass-the-hash attack?,Authenticating using a stolen password hash instead of the plaintext password,secp701::d1::crypto
What is a birthday attack?,An attack exploiting hash collisions (math around birthdays),secp701::d1::crypto
What is a downgrade attack?,Forcing a system to use a weaker protocol or cipher,secp701::d1::crypto
What is a certificate authority (CA)?,A trusted third party that issues and signs digital certificates,secp701::d1::crypto
What does a registration authority (RA) do?,Verifies the identity of certificate requesters for the CA,secp701::d1::crypto
What is a CRL?,Certificate Revocation List — a list of revoked certificates,secp701::d1::crypto
What does OCSP do?,Provides real-time online checking of a certificate's revocation status,secp701::d1::crypto
What is a CSR?,Certificate Signing Request — a request sent to a CA to obtain a certificate,secp701::d1::crypto
What is a wildcard certificate?,A certificate valid for any subdomain of a domain (*.example.com),secp701::d1::crypto
What is a subject alternative name (SAN)?,A certificate field allowing additional domains on one certificate,secp701::d1::crypto
What is a self-signed certificate?,A certificate signed by its own creator — not trusted by default publicly,secp701::d1::crypto
What is certificate pinning?,Hard-coding a specific certificate or key so substitutes are rejected,secp701::d1::crypto
What is key escrow?,Storing copies of encryption keys with a trusted third party for recovery,secp701::d1::crypto
What is blockchain?,A distributed immutable ledger of transactions shared across participants,secp701::d1::crypto
What is steganography?,Hiding data inside other data (e.g. a message inside an image),secp701::d1::crypto
What is obfuscation?,Making code or data hard for humans to understand (used by malware authors),secp701::d1::crypto
What is a brute-force attack?,Trying every possible key or password until the correct one is found,secp701::d1::crypto
What is a dictionary attack?,Trying words from a list of common passwords,secp701::d1::crypto
What is a rainbow table?,A precomputed table of hashes used to reverse password hashes,secp701::d1::crypto
An organization deploys an intrusion prevention system (IPS) configured to automatically block traffic from IP addresses that exhibit port-scanning behavior. The security team also installs bollards around the data center loading dock and requires biometric authentication for server room access. Which combination of control types is the organization using?,The IPS automatically blocks malicious traffic (technical preventive). Bollards physically prevent vehicles from ramming the loading dock (physical preventive). Biometric authentication prevents unauthorized entry (technical preventive). The question tests the ability to classify controls by both type (preventive) and category (technical vs. physical) simultaneously — a common exam trick.,secp701::d1::context
"After a ransomware incident encrypted 200 workstations, the security administrator implements a new backup strategy with immutable snapshots and air-gapped storage. Additionally, the administrator deploys file-integrity monitoring on critical servers to alert when unauthorized changes occur. Which control type pair best describes this approach?",Immutable air-gapped backups allow the organization to recover encrypted data — this is a corrective control (fixes the problem after it occurs). File-integrity monitoring alerts when files change — this is a detective control (identifies that something happened). The scenario specifically tests distinguishing corrective from detective controls.,secp701::d1::context
"A financial institution deploys the following controls: (1) mantrap with badge + PIN + weight sensor, (2) DLP agent blocking credit-card data, (3) quarterly security-awareness training, (4) security guard at lobby desk. A financial institution deploys the following controls: (1) A mantrap at the entrance to the vault area that requires badge + PIN + weight sensor verification. (2) A data-loss prevention agent on all endpoints that blocks credit-card numbers from being emailed. (3) Quarterly security-awareness training for all employees. (4) A security guard who checks badges at the lobby desk. Which TWO controls are correctly classified? (Select TWO.)","The DLP agent that blocks exfiltration (b) is a technical preventive control — software enforcing a policy to stop an action. The mantrap (d) is a physical preventive control — hardware that physically stops unauthorized access. Option (a) is wrong because mantraps are primarily preventive, not deterrent. Option (c) is wrong because training is preventive/directive, not corrective. Option (e) is wrong because a guard checking badges is preventive. Option (f) is wrong because the DLP blocks, making it preventive.",secp701::d1::context
"A hospital's EHR system corrupts during migration. IT restores from backup and implements transaction logging for future rollback capability. A hospital's electronic health record (EHR) system becomes corrupted during a database migration. The IT team restores data from the previous night's backup. They then implement database transaction logging so that in future migrations, they can roll back to the last consistent state if corruption occurs again. Which combination of controls does this represent?","Restoring from backup is a corrective control — it repairs damage after it occurs. Transaction-log rollback is also corrective — it allows reverting the database to a consistent state after corruption. The scenario deliberately tries to confuse by making the transaction log seem detective, but since it is used for rollback (correction), it is corrective. Controls are classified by their primary purpose, not by the tool name.",secp701::d1::context
"A small business uses a syslog server with alerts (instead of commercial SIEM) and a login warning banner. A small business cannot afford a commercial SIEM solution. Instead, the IT administrator configures a centralized syslog server that collects logs from all network devices and sets up automated email alerts for critical events. The administrator also posts a warning banner on the login screen stating, 'Unauthorized access is prohibited and will be prosecuted.' Which TWO control types are being used? (Select TWO.)","The syslog server substitutes for an unaffordable commercial SIEM — this is a compensating control (alternative control achieving equivalent protection). The warning banner threatens prosecution — this is a deterrent control (discourages violations). Option (a) is true about detection but (b) is more precise: the syslog server is specifically a compensating control because it is a substitute, not a standard implementation. Option (c) confuses deterrent with preventive. Options (e) and (f) misclassify the controls.",secp701::d1::context
A security architect needs to select a control that both prevents unauthorized vehicle access to a facility loading dock and directs delivery vehicles to a specific inspection area. Which control type best fulfills both requirements simultaneously?,A vehicle barrier gate physically prevents unauthorized entry (preventive) and can incorporate signage directing vehicles to the inspection area (directive). This is a common exam scenario asking for a control that serves dual purposes. Bollards only block (preventive only). Guards provide operational control but are not the design solution. PTZ cameras are detective.,secp701::d1::context
A subject requests database access in a Zero Trust architecture. The policy engine evaluates and finds the device posture score is below the threshold due to missing patches. An organization implements a Zero Trust architecture. A subject attempts to access a sensitive database. The policy engine (PE) evaluates the request against existing policies and determines that the subject's device posture score is below the threshold due to missing critical patches. Which component enforces the policy decision by allowing or denying the actual data flow?,"In NIST SP 800-207 Zero Trust Architecture, the policy enforcement point (PEP) is the component that enables, monitors, and terminates connections. The policy engine (PE) makes the grant/deny decision. The policy administrator (PA) communicates the decision to the PEP. The PEP is the actual enforcement component in the data plane. The CompTIA exam specifically tests the distinction between PE (decision), PA (communication), and PEP (enforcement).",secp701::d1::context
"Healthcare policy requires digitally signed electronic prescriptions. A physician denies prescribing a controlled substance, but audit logs show a verified digital signature from their private key. A healthcare organization's security policy requires that all electronic prescriptions be digitally signed by the prescribing physician before transmission to the pharmacy. A physician claims they never prescribed a specific controlled substance, but audit logs show a digital signature verified against their private key was used. Which security principle is primarily being enforced by the digital signature requirement?","Non-repudiation prevents an individual from denying an action. A digital signature provides cryptographic proof that the private key holder (the physician) signed the prescription. Since the physician denies prescribing and the digital signature proves otherwise, non-repudiation is the principle at stake. The CompTIA exam frequently pairs digital signatures with non-repudiation scenarios.",secp701::d1::context
"A RADIUS server logs all login attempts with timestamps, source IPs, and resources. The security team uses these logs to identify a user accessing sensitive files off-hours over three weeks. A systems administrator configures a RADIUS server for network access control. Users authenticate with their domain credentials, and the RADIUS server logs each successful and failed login attempt with timestamps, source IPs, and requested network resources. The security team later uses these logs to identify that one user accessed sensitive files during off-hours over a three-week period. Which AAA component is directly enabling this investigation?","The AAA framework consists of Authentication (verifying identity), Authorization (granting permissions), and Accounting (tracking actions). The investigation uses historical logs of user actions — this is the Accounting component. CompTIA tests the distinction by describing a scenario that clearly relies on audit trails.",secp701::d1::context
A security engineer is designing a Zero Trust network architecture. Which TWO of the following are core components of the Zero Trust policy decision and enforcement framework as defined by NIST SP 800-207? (Select TWO.),"NIST SP 800-207 defines three core components for Zero Trust policy enforcement: the Policy Engine (PE) makes access decisions based on policy, the Policy Administrator (PA) communicates decisions and generates session tokens, and the Policy Enforcement Point (PEP) executes allow/deny. The exam expects you to know the PE, PA, and PEP triad. PKI, SIEM, and NAC are supporting technologies, not core architectural components.",secp701::d1::context
"A threat actor modifies payroll database fields (hourly rate, overtime multiplier, tax-withholding code) and updates checksums to match. The change was not detected until a user noticed an incorrect payment. A user receives a payroll direct deposit that is $237.18 more than their usual amount. The accounting department investigates and discovers that a threat actor modified three fields in the payroll database: the employee's hourly rate, the overtime multiplier, and the tax-withholding code. The database checksums for those records still match the stored values because the actor updated both the data and the checksums simultaneously. Which element of the CIA triad was primarily compromised, and which control would have prevented this?",The scenario describes unauthorized data modification — this is an integrity violation. The actor bypassed integrity protection by also updating the checksums. Storing cryptographic hashes on a separate write-once system (WORM storage or a different server) would detect tampering because the actor cannot modify both the data and the protected baseline hashes. This is a common exam scenario testing integrity controls beyond simple hashing.,secp701::d1::context
An organization deploys a fake record in its customer database that appears to be a valid credit-card entry. The record contains unique markers detectable only by the organization. Which type of deception technology is this?,"Honeytokens are decoy data objects placed in legitimate systems to detect unauthorized access or exfiltration. Fake credit-card records, fake credentials, and fake API keys are all honeytokens. Honeypots and honeynets are decoy systems, not data records. Honeyfiles are decoy files. The CompTIA exam tests the distinction between these deception technologies.",secp701::d1::context
"A CAB-approved firmware upgrade causes a partial outage. The engineer uses a documented rollback procedure to restore previous firmware in 22 minutes. A network engineer proposes upgrading the firmware on all core switches to patch a critical vulnerability. The change advisory board (CAB) approves the change with a scheduled maintenance window of Saturday 2:00 AM to 6:00 AM. During the upgrade, three switches fail to reboot correctly, causing a 45-minute outage for the finance department. The engineer runs the documented rollback procedure and restores the previous firmware, which takes 22 minutes. Which change management element was most critical in minimizing the overall impact?","The backout plan (also called rollback plan) is a documented procedure for reverting a change to its previous state. The engineer used this plan to restore the firmware, minimizing the outage to 22 minutes. While the maintenance window (d) and CAB approval (c) are important change management elements, the backout plan was most critical for impact minimization during the failure. CompTIA emphasizes the backout plan as a key component of any change request.",secp701::d1::context
"An emergency zero-day patch is applied to a VPN appliance, bypassing the standard CAB process and causing a brief outage. A critical zero-day vulnerability is discovered in the VPN appliance that all remote employees use. Exploitation attempts are already detected in the wild. The security team needs to apply an emergency vendor patch immediately. Due to the urgency, the team bypasses the standard CAB process and deploys the patch during business hours, causing a 12-minute VPN outage. Which of the following should the team do AFTER applying the emergency change?","In change management, emergency changes bypass the standard approval process but must still be documented and presented to the CAB for retrospective approval. This ensures accountability and process compliance. CompTIA tests the post-emergency-change procedure: document what was done, why it was emergent, and obtain retrospective approval from the CAB or designated authority.",secp701::d1::context
"Change management defines how system modifications are proposed, reviewed, approved, and reversed. Which of the following best describes the purpose of a standard operating procedure (SOP) in the change management process?","A standard operating procedure (SOP) provides detailed, step-by-step instructions for performing a routine operation. In change management, SOPs ensure that common changes (e.g., patching a server, adding a firewall rule) are performed consistently and correctly. CompTIA tests the distinction between SOPs (how to do it), CAB charters (who approves it), and CMDBs (what exists).",secp701::d1::context
"A database is approaching storage capacity and needs 500 GB allocated from the SAN — a routine procedure. The CAB meets on Thursdays, but the issue must be resolved within 48 hours. A company's change management policy states that all infrastructure changes must be approved by the CAB, which meets every Thursday. On Tuesday, a database administrator notices that the production database is approaching its storage limit and will run out of space within 48 hours. The administrator can extend the storage volume online without any downtime by adding 500 GB of allocated space from the SAN pool — a procedure performed multiple times before. Which change type and approval process is most appropriate?","Standard changes are low-risk, pre-approved changes that follow a documented SOP. Since the DBA has performed this exact procedure multiple times with no downtime, it qualifies as a standard change that can be implemented without waiting for the full CAB meeting. Emergency changes (a) are for incidents actively causing or about to cause significant harm. Normal changes (c, d) require CAB review. CompTIA tests the distinction between standard, normal, and emergency change types.",secp701::d1::context
An organization is drafting its change management policy. Which of the following elements should be included to ensure that failed changes can be reversed quickly and predictably?,A backout plan (rollback plan) contains the specific steps to undo a change and return to the previous known-good state. Every change request should include a backout plan approved alongside the change. CompTIA emphasizes this as a critical change management element.,secp701::d1::context
A security manager is establishing a CAB and wants members who can evaluate technical feasibility and business impact. A security manager is establishing a change advisory board (CAB) for a mid-sized organization. The manager wants the CAB to include stakeholders who can evaluate both the technical feasibility and business impact of proposed changes. Which of the following individuals should the manager include on the CAB?,"A well-formed CAB includes management, technical, compliance, and business representation. The IT director provides management authority, the compliance officer ensures regulatory alignment, the network architect provides technical evaluation, and the business-unit representative assesses operational impact. CompTIA tests that the CAB should be cross-functional — not purely technical (a), purely executive (c), or including external parties (d).",secp701::d1::context
An e-commerce platform uses RSA-2048 for session key encryption and code signing. The team proposes switching to ECC P-384 for code signing while keeping RSA-2048 for session key encryption. An e-commerce platform handles millions of transactions daily. The current implementation uses RSA-2048 for both encrypting session keys and digitally signing code updates. The security team is concerned about performance overhead during peak traffic. They propose switching to ECC P-384 for code signing and keeping RSA-2048 for session key encryption. Which of the following statements about this proposal is correct?,"ECC (Elliptic Curve Cryptography) provides equivalent security to RSA with significantly smaller key sizes (P-384 ≈ RSA-7680). Smaller keys mean faster computations, smaller certificates, and lower bandwidth. ECC is used for both encryption and digital signatures. The proposal to use ECC for code signing is sound. RSA-2048 for session key encryption is a standard hybrid cryptosystem practice. CompTIA tests understanding of the RSA vs. ECC trade-offs.",secp701::d1::context
A company stores passwords with unsalted SHA-256 hashes. A penetration tester matches 40% of hashes against a rainbow table. The company plans to use salted PBKDF2. A software development company stores user passwords using SHA-256 hashes without salting. A penetration tester obtains the password hash database and discovers that 40% of the hashes match entries in a publicly available rainbow table. The company plans to remediate this by implementing salted hashing with PBKDF2. Which of the following describes the primary vulnerability being exploited and the correct mitigation?,"Rainbow tables are precomputed hash chains that allow quick lookup of common passwords. Unsalted hashes make this attack trivial — 40% of users had passwords in the rainbow table. A unique random salt per user changes the hash output completely, making rainbow tables ineffective. PBKDF2 adds key stretching (multiple iterations), slowing brute-force attacks. CompTIA tests the specific vulnerability (rainbow tables / precomputed hashes) and the correct mitigation (salting + key stretching).",secp701::d1::context
A security architect is designing a password storage system and wants to use a key-stretching algorithm that is resistant to both GPU-based parallel attacks and ASIC-based brute-force attacks. Which TWO of the following algorithms meet this requirement? (Select TWO.),"Both bcrypt and Argon2 are key-stretching algorithms designed for password hashing with configurable work factors. Bcrypt uses Blowfish with a cost parameter that makes it resistant to GPU attacks. Argon2 (available in Argon2d, Argon2i, and Argon2id variants) was designed from the ground up to resist GPU, ASIC, and side-channel attacks. MD5, SHA-1, and HMAC-SHA256 are all too fast for password storage and lack built-in key stretching.",secp701::d1::context
"A CA revokes a certificate after the private key leak. The CA updates the CRL and OCSP responder. Despite this, a browser successfully connects to the affected website without warning. A certificate authority (CA) is notified that a web server's private key was accidentally published in a public GitHub repository. The CA needs to inform relying parties that the certificate is no longer valid before its expiration date. The CA updates the certificate revocation list (CRL) and also ensures the OCSP responder returns a 'revoked' status. A security analyst visits the affected website and notices that the browser does not show a warning — the connection establishes successfully. Which of the following is the most likely cause?","OCSP soft-fail is a browser behavior where the connection proceeds if the OCSP check fails or times out. Most browsers prioritize availability over strict revocation checking. Chrome and Firefox use OCSP soft-fail by default, meaning a revoked certificate can still work if the OCSP responder is slow, unreachable, or if the check is not enforced. This is a well-known Security+ scenario testing understanding of OCSP modes (soft-fail vs. hard-fail) and CRL vs. OCSP behavior.",secp701::d1::context
"A security engineer is configuring TLS for a web application that handles sensitive financial data. The engineer wants to ensure that even if the server’s long-term private key is compromised in the future, past session keys cannot be decrypted. Which cryptographic property should the engineer enable?","Perfect Forward Secrecy (PFS) ensures that session keys are derived using ephemeral (temporary) Diffie-Hellman key pairs. Even if an attacker obtains the server's long-term private key, they cannot decrypt past TLS sessions because the ephemeral keys are discarded after each session. DHE (Ephemeral Diffie-Hellman) and ECDHE (Ephemeral Elliptic Curve Diffie-Hellman) provide PFS. CompTIA tests PFS as a critical property for protecting past communications from future key compromise.",secp701::d1::context
"An organization’s cryptographic inventory includes RSA-2048 for digital signatures, ECDHE for key exchange, and AES-256-GCM for bulk encryption. A security consultant warns that sufficiently large quantum computers will eventually break RSA and ECDHE. Which of the following describes the quantum-resistant alternatives the organization should evaluate?",NIST's post-quantum cryptography standardization has selected CRYSTALS-Dilithium (digital signatures) and CRYSTALS-Kyber (key encapsulation / key exchange) as primary algorithms. These are lattice-based and believed to be resistant to Shor's algorithm (which breaks RSA and ECC). AES-256 (symmetric) and SHA-512 (hashing) are considered quantum-resistant with increased key/hash sizes (Grover's algorithm halves AES security). CompTIA SY0-701 includes awareness of post-quantum cryptography.,secp701::d1::context
A board-approved policy mandates full-disk encryption and prohibits personal cloud storage. IT implements technical controls; HR enforces during onboarding. An organization's board of directors approves a new remote-work security policy that mandates full-disk encryption on all laptops and prohibits the use of personal cloud storage for company data. The CISO then assigns the IT department to implement the technical controls and the HR department to enforce the policy during onboarding. How should the policy itself be classified?,"Managerial controls include policies, standards, procedures, risk assessments, and governance decisions. The policy directs the organization; IT's encryption work is technical, and HR's enforcement is operational execution of that managerial directive.",secp701::d1::context
"Loading dock signs state vehicles are subject to random inspection and the area is monitored by CCTV. A company places prominent signs at its loading dock stating that all vehicles are subject to random inspection and that the area is monitored by CCTV. The signs alone, before any camera footage is reviewed, are BEST described as which type of security control?","Deterrent controls are designed to discourage malicious activity by making the consequences or detection likelihood visible. Signs, lighting, and visible camera housings are classic deterrents — they influence behavior rather than block or detect.",secp701::d1::context
"An unsupported PLC cannot be patched. The team segments it onto a dedicated VLAN, restricts access via a jump host, and adds IPS rules blocking known exploits. A manufacturing plant runs a 15-year-old programmable logic controller (PLC) that cannot receive security patches because the vendor no longer supports it. The plant cannot afford to replace it this year. To protect it, the security team places the PLC on a dedicated VLAN, restricts all inbound access to a single jump host, and adds an inline IPS rule that blocks the known exploit patterns. These measures are BEST classified as which control type?","Compensating controls provide an alternative layer of protection when the preferred control is not feasible. Segmentation, jump-host restriction, and IPS virtual patching are the standard compensating approach for unpatched legacy systems.",secp701::d1::context
"An analyst reviews 40 IDS alerts, confirms 3 true positives, opens tickets, investigates, and documents outcomes. A security analyst reviews alerts and notices that the intrusion detection system generated 40 alerts overnight, of which 3 were confirmed true positives. The analyst opens a ticket for each alert, investigates, and documents the outcome. In this workflow, the analyst's review and documentation activity itself is BEST classified as which control type?","Detective controls identify and document security events. Log review, alert triage, and audit analysis are detective activities; they discover incidents that prevention missed. The IDS is the technical detective control and the analyst review is the operational detective process.",secp701::d1::context
"An identity-aware proxy evaluates identity, device posture, and location against policy before connecting users to an internal application. A company deploys an identity-aware proxy in front of its internal application. When a user requests access, the proxy evaluates the user's identity, device posture, and location against policy, and only then establishes a connection to the application server on the user's behalf. Which Zero Trust component does the proxy primarily act as?","In NIST SP 800-207, the Policy Enforcement Point is the system that permits or denies a session between a subject and a resource. Identity-aware proxies, gateways, and VPN concentrators act as PEPs: they enforce the control plane's decisions at the data plane.",secp701::d1::context
"A customer denies authorizing a wire transfer, but the transfer was signed with their digital certificate and the audit log captured time, IP, and session ID. A bank customer claims they never authorized a $5,000 wire transfer. The bank's system shows the transfer was submitted with the customer's digital certificate, and the audit log records the exact time, originating IP, and session ID. Which security goal does the digital certificate primarily establish?",Non-repudiation prevents a party from denying an action. Digital signatures provide proof of origin and integrity; audit logs add evidence of when and where. Together they make the customer's denial unsustainable.,secp701::d1::context
